RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
Morgan County,UT,Ogden-Clearfield,49,29,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369900,379900,357450,345000,389900,449900,449900,439000,436995,439000,469000,475000,462000,474000,499450,432000,445000,477500,475000,485000,475000,499500,539000,482000,460000,479450,484950,490000,532500,510000,504615,524900,579950,580000,477450,465000,471950,515000,489450,499450,577450,599900,599000,514450,531950,489450,469000,494900,491500,488000,574450,574450,559000
Marshall County,MN,,27,89,2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111000,124500,127250,131450,119500,130450,137500,137500,128500,120000,120000,104500,120000,112500,110000
Mitchell County,TX,,48,335,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,96750,92450,89900,89700,88500,85000,83750,85000,83500,80000,83000,79250,85000,89250,85000,85000,85500,86500,78000,85000,82500,85000,85000,76000,79999.5,77950,80000,76000,79999.5,81250,89450,80000,80000,80000,84950,79900,80000,75000,75000,84900,75950,82400,89500,85000,85000,84950,89700
Greene County,IA,,19,73,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E+05,99000,99000,85500,89000,88000,88000,79000,86000,86000,89450,87000,79500,82950,84000,81950,85500,84000,85750,85000,84500,87000,96950,93000,96200,92000,85000,84950,86000,84900,80750,82500,85450,79000,81950,84900,89900,94000
Forest County,WI,,55,41,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900,161950,157900,157450,154900,163450,157000,154950,149950,149000,149000,147900,144900,144900,144500,144500,159950,162450,162450,169900,167450,169900,169900,167450,169900,169900,165000,165000,159900,159900,164950,161912.5,159000,155000,149900,149900,145450,148500,149900,142450,149900,152450,148500,155000,149950,149900,149900,139450,134450,129900,138950,138400,136900,129900,129950,139900,139900,138400,138400,129950,132500,130900,132200,142950,142950,142950,157650,153900,159900
Deer Lodge County,MT,,30,23,2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169000,175000,169950,172500,175000,180000,199000,177500,169700,163000,163000,164000,163000,160000,150000,144950,144950,152450,154900,160000,150000,159450,163000,161500,164000,169500,169500,185000,189000,179500,177000,177000,179500,185000,169000,161950,155000,155000,129000,129500,129000,129000,117500,126250,119000,131200,131200,140000,135000,129000,129000,129000,135000,128500,124950,141000,147000,153000,158000,169500,159000,157000,157000,158450,164500,157000,169000,168450,167900,167900,164500,154950,155000,174250,164900,155000,157450,154950,164950,179000,179500,169000
Carroll County,MO,,29,33,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,115000,104900,102400,89900,91200,74900,74900,74900,74500,74900,74900,74900,74900,83500,98250,94900,83000,79900,77500
Clarke County,IA,,19,39,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109000,109900,126450,124900,110000,109950,110000,119900,109900,109450,99900,106500,120000,119995,114900,125000,109000,112000,104900,114949.5,129900,129900,129450,129900,119900,129000,125500,124900,129000,127900,130000,132200,132200,134400,129000,135000,134950,137000,128950,132450,132450
Benewah County,ID,,16,9,2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164000,164000,169000,177200,174500,182400,172000,164000,164000,177500,185000,189500,212500,228000,232250,249950
Richmond County,VA,,51,159,2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,179900,179900,187400,179450,177450,179000,179900,182400,179900,179450,179900,169250,175500,172250,198500,199000,199000,199000,174000,171450,176000,197500,195450,194900,196000,188000,188000,186500,189000,189000,177400,171950,189000,183500,179900,179000,177000,177600,175000,169000,169000,188000,188000,189000,199950,188000,176000,184450,173450,169000,178450,186225,195000,195000,197000,195000,195000,204098,204098,196500,193250,178750,186250,185000,185000,186500,186500,193950,199000,199450,199900,197450,199900,200950,196475,209975,192000,192500,199975,200500,189375
Beaverhead County,MT,,30,1,2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207950,206900,202450,209900,215000,208225,209900,219900,236000,235900,225000,232500,253700,232500,225000,234000,235900,219000,214450,229000,222000,225000,209500,219000,241500,219000,219000,225000,235000,225000,219000,225000,235000,239050,251450,235000,235000,227000,235000,255400,259500,265125,256300,265000,277450,279900,275000,275000,275000,267450,275000,275000,286900,273500,252450,278000,279250,279250,282950,279000,279000,279000,279000,269900,289000,289000
Rosebud County,MT,,30,87,2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167450,156250,152500,160000,156000,155000,159900,159000,162000,159900,154900,149900,139450,144900,149900,154900,162000,157000,159750,159750,157000,162000,163500,159000,168499.5,168499.5,163500,154900,152450,145000,149900,145000,145000,140000,144000,139000,139000,145000,139900,142450,138000,133700,134900
Brewster County,TX,,48,43,2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244000,235000,269000,269000,269500,269000,259500,239900,244450,244000,241500,238500,229900,226000,238500
Stillwater County,MT,,30,95,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389000,390000,398250,395000,379000,365500,367000,350000,348000,348000,335000,347450,348900,359450,367250,363450,359900
Clear Creek County,CO,Denver-Aurora-Lakewood,8,19,2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365000,339000,350000,375000,398750,377000,429950,425000,372500,399000,449000,458700,436250,432500,399450,419000,389000,399000,439000,469950,496000,549900,530000,458000,474000,522500,517450,485000,477000,435000,410000,396500,425000,387000,384375,392063,397904,397904,398452,390063,390063,387500,380000,375000,379000,390063,390063,391758.5,397904,392932
Mathews County,VA,Virginia Beach-Norfolk-Newport News,51,115,2152,374500,370925,369900,353700,358700,349900,290000,298200,349900,333000,317450,329000,329000,329000,292450,281500,288000,295000,297750,295500,320000,296750,319500,325000,319500,309000,291200,317250,319500,319900,319500,325000,299750,299000,299000,299950,299000,304500,3.00E+05,3.00E+05,299999.5,317450,324700,324500,315900,319900,299000,299000,316000,299000,299900,324950,324900,316250,315000,299000,299000,296800,298850,279500,279000,299000,298850,299000,299000,299000,299000,294999.5,295000,299000,299000,308500,296500,299000,275000,289250,299000,299000,289900,283500,285000,279450,275000,270950,275000,275000,282450,299000,290000,275000,277000,272500,264950,259900,259950,260000,259900,262450,264950,262400,297000,289450,289000,299900,3.00E+05,307000,325000,3.00E+05,299900,292000,289900,289900,285000,295000,289000
Dawson County,MT,,30,21,2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000,188700,186250,178500,189800,173500,192900,197350,198700,198700,207500,207500,187900,180000,179450,174000,185000,178450,172000,171450,169350,167500,169900,175000,169900,169900,169900,187000,189000,189000,189450,182450,175000,175000,175000,175000,175000,175000,175500,170000,170000,164500,150000,161000,148950,158750,152500,153837,153168.5,167750,165000,165539,165000
McLean County,ND,,38,55,2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900,178250,169500,170750,169750,175000,169000,173500,172000,180000,183450,184900,179900,179950,169900,185000,185000,192999.5,189750,169900,174500,169900,167000,167000,179900,189750,202950,209000
Harrison County,MO,,29,81,2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63900,64950,64900,64900,68700,75000,77450,79900,93000,88350,95250,88925,89700,82400,82400,89700,89500,93700,89900,89900
Taylor County,GA,,13,269,2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142450,132900,132900,124900,109900,109900,119950,117500,109950,129000,144900,127449.5,125000
Coleman County,TX,,48,83,2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82250,79500,77750,76500,85000,82250,87000,87000,92000,95000,79500,79750,74750,79750,75000,85500,89500,93700,80000,83725,80000,80000
Sitka Borough,AK,,2,220,2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,439000,434000,425000,399450,399450,394000,359000,394500,404450,394400,389000,394500,389500,380500,394450,420000,389450,395500,375500,360000,357250,392000,409500,422500,447500,435000,444500,425000,422500,417000,422500,439000,429000,419500,409000,425000,425000,425000,422000,422000,425000,454400,449500,425000,399000,429000,424950,419450,424950,427000,454000,439000,439000,427000,425000,431000,422000,447000,454000,484500,454500,489000,484500,454750,469000,466750,437950,439000,439000,427950,429000,439750,442500,442500,415000,427500,454500,430000,479000,475000,457000,424500,428500,419000,4.00E+05
Woods County,OK,,40,151,2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,105000,110000,110000,110000,99000,93900,98000,99000,99000,99500,91000,93250,97900,94750,93500,92000,92000,92000,93250,93250,99000,111000,99000,109995,98500,96000,94950,94950,94900,91000,90000,89000,89000,90000,96500,98500,90000,89500,85000,85000,85000,85000,82500,80000,85000,91000,89000,87200,79900,84500,90000,89750,92250,87200,85000,90000,90500,92500,96000,95000,92500
Lafayette County,FL,,12,67,2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184450,198500,198500,198500,198500,196050,182700,182000,203750,185000,180000,198500,198750,196750,194500,192250,209000,209000
San Augustine County,TX,,48,405,2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,169950,164900,147500,143700,139900,150000,151200,149900,145000,139900,162000,170950,150000
Graham County,NC,,37,75,2162,302450,289000,289000,272200,269900,259900,259900,259900,239000,239000,239000,239000,229900,205950,199900,199000,199900,199000,199900,199000,196500,199000,195000,187000,184950,184900,190000,174950,176000,169000,172000,179000,190000,197250,189000,194500,190000,189500,172525,169999.5,189000,169499.5,179000,169900,174000,175000,169949.5,174000,174500,174000,184000,189900,185000,174900,175000,175000,175000,169900,169900,172000,169450,185000,184900,169000,169450,149950,169000,169700,173750,179000,175000,179000,173000,179900,171000,179000,179900,191500,191500,179450,185900,179450,189000,189000,179900,178750,183000,198750,193750,198750,194000,185500,199947.5,209000,209450,231950,239900,239000,219000,255000,249900,239000,239000,230000,244900,249900,249900,249900,259000,264000,269000,259000,249000,239000,239000
Baraga County,MI,,26,13,2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122450,124950,130000,129950,131000,131000,132000,129450,129900,125000,127950,124950,124900,119500,117000,124000,124900,129900
Cedar County,NE,,31,27,2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,139900,134900,144900,139900,144900,139900,147400,139900,143700,150000,155500
Davis County,IA,Ottumwa,19,51,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162450,162450,159900,143000,139900,149000,169500,169250,140000,140000,148500,152500,149750,149750,149500,159000,159900,164500
Pocahontas County,WV,,54,75,2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149500,150000,150000,149250,145000,139450,126000,134900,144450,134900,145000,148950,139000,139450,139900,130000,130950,124950,129450,126000,120000,120000,124950,124000,118950,118450,119900,119000,113900,114700,115000,118500,118500,117450,115000,115000,115000,110000,115000,114800,109000,109000,108000,114400,116700,114450,115000,115900,115900,124500,122000,129000,125000,124500,124900,120000,120000,120000,119900,120500,120000,116750,116750,109000,115000,120000,120000,120000,121208,127900,125000,129000,129900,139900,139900,149900,149000,139900,143500,149000,139900,139900,139450
Platte County,WY,,56,31,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155750,162000,165000,159900,160000,155500,153000,152450,147800,147800,149900,154000,154900,159950,156950,153500,138000,149000,149900,148500,163000,158700,163950,171950,169900,199250,209250,192250,199500,199700,199900,199900,178000,205950,235000,229000,239500,240000,214587.5,214275,214637.5,199750,194600,183500,179500,185000,184500,190700,185450,179900,182450,194900,185000,199000,203396,202899,202899,199000,195000,185000,185000,179900,175000,182200,184500,184500,185000,184900,182200,193111.5,190000,180000,179500,179500,179500,170000,179750,178500,189500,194750,194500,199900
Oscoda County,MI,,26,135,2168,95000,95450,95900,94900,94900,94900,89000,94900,94900,90900,89900,89900,89000,88000,89450,88500,88000,82900,83900,80000,79000,80000,78500,75500,80000,79900,86900,95500,91000,95500,89900,89900,79900,79900,85000,88000,88500,80000,85000,81250,84900,86000,79950,79900,79250,79000,74000,73900,71000,69900,69900,69900,79250,79900,75000,75000,75000,72900,72450,69900,69900,79900,79900,80000,79500,79500,79900,79500,76000,74900,72000,79700,75000,79500,76750,78800,78500,79950,79900,79500,79000,75000,74950,75000,75000,79000,79900,79900,79900,79900,75950,79900,79900,79900,79900,79900,79900,79900,79900,81000,85000,79900,79900,79900,79900,79900,79900,79900,79900,79900,79900,79900,79900,80700,84500
Coffey County,KS,,20,31,2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138800,125000,120000,125000,115000,104000,109500,114500,115000,129500,128400,127950,129000,127900,114800,114800,115000,98400,105000,115000,119000,122500,115500,119450,119900,119950,119900,120000,119000,113500,119000,119900,125050,140950,142000,121950,136000,137950,134387.5,134950,138900,133000,131500,135875,136875,138750,130000,132500,135000,147450,131000,135000,127500,127000,127900,132500,126500,128000,133750,133750,118500,135000,142000,131250,149000
Gallatin County,KY,Cincinnati,21,77,2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135900,137900,139900,154000,172500,161250,177450,189900,169900,152450,138900,154900,145000,145000,145000,139900,154700,143700,129900,140000,149950,159999,159900,159888,150000,141800,150000,159900
Johnson County,WY,,56,19,2171,279000,270000,270000,274900,272450,269000,265500,244500,249500,234900,223000,219900,220000,227000,229000,234900,248000,246250,234000,241950,248000,249000,249500,249250,249250,249000,246500,227900,229900,232000,219700,219750,220000,215000,214000,217000,224750,222200,225000,225000,225000,234950,232000,225000,215000,215000,194500,190000,192000,193250,197500,198000,194750,199500,217000,228750,217000,222400,255950,238250,232400,225000,219000,235000,235000,239950,249700,252000,254250,252000,246750,239450,235000,232000,222400,227400,229900,228450,228450,245500,249500,249400,254450,249950,246750,249000,249850,250000,246900,230000,229000,225000,222500,215000,220000,210000,199700,199900,215000,202250,238300,248450,247450,249450,235000,234750,234500,234750,248450,239900,239900,239900,256950,234900,235000
Clay County,KS,,20,27,2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129500,128750,129500,129000,125700,116450,118000,109900,104900,108500,114900,114900,120450,109950,129000,128000,124950,124900,129700,129700
Washakie County,WY,,56,43,2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,185000,179000,179250,179450,169700,155500,152750,149975,155250,155500,164500,168700,169449.5,183000,175950,168500,177450,175000,172500,169900,165000,169200,169000,166000,165500,175000,177450,169700,169950,192450,179250,2.00E+05,180000,165000,165000,159500,173750,162200,171000,173000,163250,164000,166000,159500,160000,164000,174000,189450,189000,175000,175000,179450,175000,166750,159750,159750,158600,157000,154500,152000,154500,159700,159700,162500,172450,173950,172900,169500,169700,155000,167660,162950,156000,159750,169450,169450,169000,164750,165000,175750,175000,179250,179250,176499.5,169250,169250,164500,169900
Somervell County,TX,Dallas-Fort Worth-Arlington,48,425,2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355000,355000,349500,344450,335000,319000,319500,315000,312000,312000,295000,287500,304250,320000,307500,312500,289000,322400,323700,328475,325000,319000,319750,314500,289500,289500,291250,287450,289700,325000
Schoolcraft County,MI,,26,153,2175,,,,,,,,,,,,,,,,,,,,103900,109950,124450,124450,115900,119000,110400,127250,119900,128165,129900,139900,139700,143000,140000,140000,152400,140000,139900,147500,139900,140000,139900,128000,139500,149900,149950,149950,149900,137500,129450,129000,127500,133500,129950,135000,129450,129000,129000,134500,129450,142450,145900,139900,145000,139900,129900,129950,129000,124950,124900,120000,115000,119900,122500,119000,119450,129000,120000,129000,129900,129900,136500,114950,112000,114500,114500,115000,117000,120000,129900,119900,119900,119000,120000,117700,115000,113750,117450,115000,111250,119900,124950,124900,119000,115000,115000,115000,121700,115000,104500,121700,135000,120497.5,113250,121095
Decatur County,IA,,19,53,2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72950,79900,82450,84900,89900,85000,89000,89000,89700,89000,85000,89000,87750,89900,89900,85000,87000,89000,89000,87000,87000,84900,84700,89000,84950,89000,89000,84950,79900,79900,79900,84500,77450,79950,82250,88500,90750,89500
Hamilton County,IL,,17,65,2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109950,99500,90900,96900,93450,89900,99750,89900,93500,89900,93700,79450,87000,79450,79000,84500,80000,79200,77700,79900,75000,77450,74400,87500
Mercer County,ND,,38,57,2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236000,239500,236000,214900,218000,208500,212500,209500,203500,219900,219000,226950,214450,202450,199500,201500,194950,189950,199500,214000,204000,220950,222000,214000,219900,219900,219900,219900,193000,189500,189500,181949.5,181949.5,183900,189900,189900,188500,179900,178500,178000
Keith County,NE,,31,101,2179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,149900,149900,149900,152400,154900,157500,154900,150000,140000,155000,155000,145000,142200,145000,159700,172000,172950,175450,175200,174900,175000,168600,149900,154450,145450,154500,148900,143500,128900,128150,126800,125700,125700,126800,143750,153500,158000,158000,150000,162000,170000,165000,170000,174900,170000,179950,174975,179950,169900,177475,189000
Newton County,AR,Harrison,5,101,2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,149900,149900,149900,137400,119900,117450,119900,117450,124950,119000,122450,125000,125000,125000,134400,149900,148500,148000,144900,154500,160000,149950,149950,150000,146000,149900,149950,149950,149900,144950,144950,139900,149900,148500,149900,145000,144900
Lyon County,KY,,21,143,2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209000,219000,215000,238500,215950,215000,209000,204499.5,217000,215000,224950,214900,219000,225000,219000,242450,248500,249900,239900,239000,234900,239450,244900,234900,244900,249500,235950,244950,230950,235950,228950,229000,229000,232900,249000,239000,244450,239900,239450,243750,249900,252500,255000,256500,256500,252000,269000,259000,269000,269000,275500,249900,249250,249625,249250,249625
McCulloch County,TX,,48,307,2182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141000,141000,151750,147500,139000,134900,132400,132500,129900,124000,123000,116500,129900,149000,155000,165750,166500,159900,149500,143700,159900,164200,164200,149700,154900,147450,138000,147450,137250,157450,159000,149900,151950,154450,149900,153400,149700,149000,149450,133700,127400,124900
Ballard County,KY,Paducah,21,7,2183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,89900,95000,92500,92450,97500,109000,99900,98000,99900,86700,98000,109000,99900,99900,98950,92400,94950,92400,89900,89900,92450,95167.5,83700,82950,92500,89950,82700
Custer County,SD,Rapid City,46,33,2184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268500,297000,299000,299000,249950,224700,230000,232450,239950,249500,249000,272500,272500,279950,293500,263450,244975,259900,279900,272500,279900,279900,279900,279900,274250,257450,250950,249900,260000,257500,254900,254800,265000,275000,275750,269900,289500,319000,289000,292250,292250,276950,279000,277000,289000,294000,287000,282450,279700,290000,272500,269000,280200,297000,293650,326950,332900,319850,320000
Searcy County,AR,,5,129,2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124950,124450,124450,128500,128500,125000,120000,122500,125000,124950,120000,117000,117250,117000,119000,119900,124400,124900,123900,123900,130000,109750,115000,114200,130000,130000,130000,122500,127450,122499.5,125000,124999,125000,125000,117000
Lemhi County,ID,,16,59,2186,225000,219900,215000,219900,212450,198712.5,199950,199250,199000,199500,197500,188000,185000,182000,180000,180000,179000,179000,175000,179000,174900,169900,175000,183500,179000,179000,197000,189700,187000,187000,178750,185000,183500,186000,159900,156000,159900,158900,159700,162450,159900,164700,176000,169900,179000,189000,180000,169500,173500,175000,179000,183750,185000,176750,176000,169900,185000,181200,185000,195000,209500,192250,225000,225000,215000,230000,250000,225000,224950,220000,219900,206966.5,219000,206966.5,208933,220000,225000,240000,250000,257000,255000,274500,235000,248500,239000,241000,240000,254500,254000,264500,295000,295000,270000,288000,310000,325000,325000,325000,339000,336950,299950,325000,324950,324900,330000,330000,324900,325000,315000,317450,299500,314450,295000,292500,304500
Kingman County,KS,Wichita,20,95,2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900,109900,102400,97700,95250,94950,100250,93000,89900,95500,95250,79700,84400,82400,84900,80000,79900,80000,75000,82450,79750,88200,82250,82250,80000,69600,72950,76450,79463,74950
Grant County,KS,,20,67,2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000,130000,129900,128950,123750,123750,115000,112500,115000,120000,129950,138000,152250,160000,167500,175000,163500,159500,137500,137500,136000,130000,139000,136250,135000,135000,137500,128500,135000,135000,139500,144500,155500,155000,152500,147000,144000,147000,144500,140000,140000,136000,142500,147000,153000,145000,159000
Presidio County,TX,,48,377,2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307000,299900,299900,333000,333000,299900,299900,307000,335000,335000,335800,332450,349999,335000
Forest County,PA,,42,53,2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88250,78400,87400,79500,79700,79700,75000,71500,77250,71000,69000,68500,69900,75000,79500,76750,72700,74950,75000,82250,77000,77450,79900,76450,70000,69950,68000,69950,74950,69950,71400,69900,69900,69900,75450,75450,74900,74900,69900,69900,68900,69000,68900,68700,66950,69900,69900,69900,65400,69900,65000,69000,66450,65000,65000,65000,67400,77500,76250,79900,77250,79900
Pendleton County,WV,,54,71,2191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197000,184950,172450,172450,169000,169000,165000,172450,175000,169900,159000,165000,169000,150000,149000,144500,144500,147000,147000,149000,149450,149900,149950,151950,149000,149000,154900,149000,159900,151950,151125,151950,149900,150000,154500,159900,159900,158500,156450,159000,159900,150000,162450,150000,150000,158000,149500,139450
Mountrail County,ND,,38,61,2192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212450,202450,199000,229000,225000,224500,210000,213250,218200,222500,220000,219000,219949.5,219949.5,199900,199500,197250,198250,184950,181250,184900,179000,175000,179000,179000,179250,179000,179500,177000,159900,150000,159900,165000,165000,167000,172000,189950,189000,179000,176950,189000,188000
Van Buren County,IA,,19,177,2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000,134950,128900,128900,124950,127400,120000,105000,119900,120000,127450,132450,132450,131300,131300,119975,113750,109500
