SizeRank,Date,City,Value
66,9/1/07,Corpus Christi,123400
79,9/1/07,Dallas,209900
109,9/1/07,Dallas,123700
110,9/1/07,Houston,149100
116,9/1/07,Dallas,138700
159,9/1/07,Dallas,136300
184,9/1/07,Houston,221800
189,9/1/07,Dallas,205400
205,9/1/07,Houston,190700
206,9/1/07,Austin,193300
214,9/1/07,Houston,154000
218,9/1/07,Houston,105400
221,9/1/07,Dallas,280900
229,9/1/07,Dallas,118100
257,9/1/07,Dallas,168000
267,9/1/07,Houston,195400
269,9/1/07,Dallas,146800
321,9/1/07,Dallas,166100
345,9/1/07,Dallas,175400
371,9/1/07,Houston,262000
395,9/1/07,Houston,190400
422,9/1/07,San Antonio,181600
433,9/1/07,Dallas,205200
481,9/1/07,Austin,214000
496,9/1/07,Austin,169400
585,9/1/07,Houston,162300
590,9/1/07,Houston,194400
595,9/1/07,Houston,172500
628,9/1/07,Houston,161400
644,9/1/07,Houston,109900
652,9/1/07,Austin,143200
664,9/1/07,Dallas,254900
711,9/1/07,Austin,198000
737,9/1/07,Dallas,146900
781,9/1/07,Dallas,190800
932,9/1/07,Dallas,141500
967,9/1/07,Dallas,152600
1042,9/1/07,Dallas,217100
1048,9/1/07,Dallas,148300
1051,9/1/07,Dallas,176900
1068,9/1/07,Dallas,141800
1075,9/1/07,Houston,160400
1080,9/1/07,Dallas,155600
1100,9/1/07,Dallas,162000
1137,9/1/07,Dallas,167100
1142,9/1/07,Dallas,174200
1150,9/1/07,Houston,161900
1155,9/1/07,San Antonio,127000
1201,9/1/07,Dallas,93100
1237,9/1/07,Houston,99700
1255,9/1/07,Dallas,280400
1259,9/1/07,Dallas,275400
1301,9/1/07,Dallas,145400
1311,9/1/07,Dallas,124600
1339,9/1/07,Dallas,93700
1350,9/1/07,Dallas,136200
1365,9/1/07,Houston,220500
1383,9/1/07,Dallas,121200
1409,9/1/07,San Antonio,276400
1412,9/1/07,Dallas,140000
1422,9/1/07,Houston,214300
1444,9/1/07,San Antonio,137200
1493,9/1/07,Dallas,192900
1533,9/1/07,Dallas,88000
1650,9/1/07,Dallas,141600
1675,9/1/07,Houston,130400
1687,9/1/07,Houston,140900
1703,9/1/07,Houston,104200
1735,9/1/07,El Paso,90500
1737,9/1/07,San Antonio,198300
1739,9/1/07,Dallas,106500
1742,9/1/07,Houston,164300
1773,9/1/07,Austin,155500
1781,9/1/07,Dallas,189500
1805,9/1/07,Dallas,503700
1816,9/1/07,Houston,146700
1848,9/1/07,Houston,120700
1852,9/1/07,San Antonio,174000
1946,9/1/07,Austin,157900
1967,9/1/07,Houston,133400
1972,9/1/07,Dallas,153200
2058,9/1/07,Houston,134700
2073,9/1/07,Dallas,90400
2150,9/1/07,Dallas,408600
2201,9/1/07,Austin,125500
2258,9/1/07,Dallas,920000
2273,9/1/07,Dallas,130800
2289,9/1/07,Dallas,132500
2373,9/1/07,Dallas,106600
2425,9/1/07,Houston,133400
2434,9/1/07,Dallas,129300
2503,9/1/07,Austin,155700
2505,9/1/07,Dallas,162600
2534,9/1/07,San Antonio,199900
2554,9/1/07,San Antonio,157000
2675,9/1/07,Dallas,181200
2676,9/1/07,Dallas,191700
2707,9/1/07,San Antonio,142300
2715,9/1/07,Houston,149200
2756,9/1/07,Dallas,155600
2836,9/1/07,Austin,108600
2886,9/1/07,Houston,258100
2896,9/1/07,Houston,214800
2898,9/1/07,Austin,110400
2978,9/1/07,Dallas,263000
2980,9/1/07,Houston,606500
3002,9/1/07,Dallas,164700
3056,9/1/07,Austin,189700
3071,9/1/07,Houston,91600
3152,9/1/07,Houston,150900
3160,9/1/07,Houston,148600
3189,9/1/07,Houston,133200
3236,9/1/07,Dallas,85100
3237,9/1/07,Dallas,137200
3256,9/1/07,Corpus Christi,154800
3265,9/1/07,Houston,108200
3332,9/1/07,San Antonio,326100
3348,9/1/07,Austin,306400
3381,9/1/07,Houston,94200
3403,9/1/07,Dallas,253500
3446,9/1/07,Dallas,152900
3470,9/1/07,Houston,106800
3483,9/1/07,Corpus Christi,162800
3517,9/1/07,Houston,188400
3561,9/1/07,San Antonio,125300
3563,9/1/07,Dallas,151100
3599,9/1/07,Dallas,259900
3614,9/1/07,Dallas,105900
3701,9/1/07,El Paso,129200
3714,9/1/07,Dallas,172400
3717,9/1/07,San Antonio,173700
3786,9/1/07,Houston,119100
3805,9/1/07,Dallas,154100
3813,9/1/07,Rio Grande City,66400
3815,9/1/07,Dallas,144100
3856,9/1/07,Austin,221200
3886,9/1/07,Houston,
3946,9/1/07,Dallas,134600
3962,9/1/07,San Antonio,287200
4017,9/1/07,Austin,126200
4043,9/1/07,Dallas,86200
4059,9/1/07,San Antonio,144100
4066,9/1/07,Houston,206900
4214,9/1/07,Houston,170300
4316,9/1/07,Austin,215800
4444,9/1/07,Houston,150400
4452,9/1/07,Houston,107900
4530,9/1/07,San Antonio,280800
4556,9/1/07,Dallas,74200
4590,9/1/07,Houston,282000
4631,9/1/07,Houston,149600
4689,9/1/07,Houston,87800
4720,9/1/07,Austin,354700
4760,9/1/07,Dallas,137600
4779,9/1/07,Houston,80700
4886,9/1/07,San Antonio,175500
4991,9/1/07,Houston,195700
5064,9/1/07,San Antonio,175400
5133,9/1/07,Dallas,1136300
5139,9/1/07,Austin,167400
5144,9/1/07,Dallas,448500
5181,9/1/07,Austin,406700
5182,9/1/07,Dallas,106000
5209,9/1/07,Corpus Christi,92900
5219,9/1/07,Austin,88700
5243,9/1/07,San Antonio,164000
5339,9/1/07,Dallas,85600
5355,9/1/07,Dallas,315900
5407,9/1/07,Dallas,170500
5643,9/1/07,San Antonio,461800
5667,9/1/07,San Antonio,163200
5932,9/1/07,Rio Grande City,67600
5933,9/1/07,Dallas,292500
6008,9/1/07,Dallas,144100
6067,9/1/07,Dallas,410300
6073,9/1/07,Corpus Christi,109000
6086,9/1/07,Houston,102300
6091,9/1/07,Dallas,288100
6093,9/1/07,San Antonio,87500
6140,9/1/07,Houston,105600
6193,9/1/07,Houston,320600
6244,9/1/07,Dallas,86600
6252,9/1/07,Dallas,319500
6285,9/1/07,Dallas,183000
6416,9/1/07,Austin,492000
6435,9/1/07,Dallas,139400
6442,9/1/07,Austin,196100
6473,9/1/07,Dallas,163800
6560,9/1/07,Austin,255000
6663,9/1/07,Houston,98300
6728,9/1/07,Dallas,154900
6832,9/1/07,Dallas,424000
6874,9/1/07,Houston,156200
6893,9/1/07,San Antonio,171400
6927,9/1/07,San Antonio,97300
6944,9/1/07,Dallas,167700
6961,9/1/07,Dallas,90000
7069,9/1/07,Dallas,184700
7185,9/1/07,Houston,145200
7249,9/1/07,San Antonio,488800
7298,9/1/07,Houston,78900
7325,9/1/07,Dallas,136900
7369,9/1/07,Dallas,243300
7413,9/1/07,Corpus Christi,78900
7451,9/1/07,Dallas,161500
7474,9/1/07,Dallas,1385300
7603,9/1/07,El Paso,125400
7638,9/1/07,San Antonio,430400
7814,9/1/07,Austin,147100
7835,9/1/07,Houston,132000
7990,9/1/07,San Antonio,236000
8016,9/1/07,Dallas,192400
8029,9/1/07,Dallas,275400
8055,9/1/07,Dallas,82600
8058,9/1/07,Dallas,229500
8068,9/1/07,Houston,106800
8110,9/1/07,El Paso,114200
8129,9/1/07,Austin,476400
8505,9/1/07,Dallas,67000
8571,9/1/07,Dallas,179900
8646,9/1/07,Dallas,128000
8662,9/1/07,San Antonio,325600
8684,9/1/07,Dallas,130600
8688,9/1/07,Corpus Christi,392500
8692,9/1/07,San Antonio,341800
8774,9/1/07,Austin,729500
8823,9/1/07,Dallas,76900
9024,9/1/07,Dallas,179100
9039,9/1/07,Austin,102700
9066,9/1/07,San Antonio,526100
9076,9/1/07,Dallas,160900
9110,9/1/07,Austin,105800
9167,9/1/07,Houston,127700
9482,9/1/07,San Antonio,239300
9666,9/1/07,Houston,163600
9682,9/1/07,Dallas,159700
9713,9/1/07,Houston,179200
9883,9/1/07,Austin,427800
9888,9/1/07,Houston,201900
9907,9/1/07,Dallas,125700
9932,9/1/07,Austin,95800
9995,9/1/07,Dallas,226600
10048,9/1/07,Dallas,104200
10076,9/1/07,Dallas,399500
10134,9/1/07,Dallas,96600
10153,9/1/07,Austin,366500
10188,9/1/07,Dallas,339500
10302,9/1/07,Houston,206700
10303,9/1/07,Dallas,301300
10342,9/1/07,Dallas,70200
10420,9/1/07,San Antonio,255700
10437,9/1/07,Houston,141500
10612,9/1/07,Dallas,229800
10619,9/1/07,Houston,127500
10671,9/1/07,Houston,153200
10720,9/1/07,Dallas,
10932,9/1/07,Houston,153300
10998,9/1/07,San Antonio,409700
11100,9/1/07,Austin,454200
11115,9/1/07,Houston,
11233,9/1/07,Dallas,222700
11259,9/1/07,San Antonio,598300
11277,9/1/07,Dallas,150600
11284,9/1/07,Corpus Christi,47800
11331,9/1/07,San Antonio,270200
11398,9/1/07,Dallas,89700
11502,9/1/07,Dallas,226100
11524,9/1/07,Dallas,274700
11543,9/1/07,Austin,725600
11667,9/1/07,Dallas,74200
11804,9/1/07,Dallas,149500
11834,9/1/07,Houston,162500
11880,9/1/07,Houston,169700
11993,9/1/07,Houston,231900
12016,9/1/07,Houston,157800
12084,9/1/07,Houston,126300
12185,9/1/07,Houston,202500
12256,9/1/07,Dallas,334400
12433,9/1/07,Houston,147500
12568,9/1/07,Houston,164700
12590,9/1/07,Dallas,101800
12734,9/1/07,Rio Grande City,73100
12745,9/1/07,Austin,174300
12771,9/1/07,Houston,207900
12786,9/1/07,Houston,134700
12817,9/1/07,Austin,170000
12823,9/1/07,Dallas,82300
12842,9/1/07,Dallas,164500
12873,9/1/07,Dallas,194400
12919,9/1/07,Dallas,129000
12975,9/1/07,San Antonio,181800
12987,9/1/07,Houston,112300
13016,9/1/07,Dallas,194400
13041,9/1/07,Dallas,121200
13076,9/1/07,Houston,138200
13080,9/1/07,Dallas,76700
13131,9/1/07,Austin,228100
13132,9/1/07,Houston,248500
13144,9/1/07,Austin,200400
13146,9/1/07,Dallas,142400
13165,9/1/07,Houston,490100
13181,9/1/07,Houston,105100
13184,9/1/07,Dallas,151400
13230,9/1/07,Dallas,141800
13231,9/1/07,Houston,227700
3,10/1/07,Houston,137600
5,10/1/07,San Antonio,128600
10,10/1/07,Dallas,128400
11,10/1/07,Austin,221800
17,10/1/07,Dallas,130100
22,10/1/07,El Paso,128700
50,10/1/07,Dallas,137000
66,10/1/07,Corpus Christi,124100
79,10/1/07,Dallas,210300
109,10/1/07,Dallas,124100
110,10/1/07,Houston,149400
116,10/1/07,Dallas,138900
159,10/1/07,Dallas,136200
184,10/1/07,Houston,222300
189,10/1/07,Dallas,205800
205,10/1/07,Houston,191200
206,10/1/07,Austin,194000
214,10/1/07,Houston,153800
218,10/1/07,Houston,105700
221,10/1/07,Dallas,281700
229,10/1/07,Dallas,118800
257,10/1/07,Dallas,168100
267,10/1/07,Houston,195600
269,10/1/07,Dallas,147100
321,10/1/07,Dallas,166800
345,10/1/07,Dallas,176000
371,10/1/07,Houston,262800
395,10/1/07,Houston,191100
422,10/1/07,San Antonio,182500
433,10/1/07,Dallas,205100
481,10/1/07,Austin,213300
496,10/1/07,Austin,170200
585,10/1/07,Houston,162800
590,10/1/07,Houston,194900
595,10/1/07,Houston,173200
628,10/1/07,Houston,162200
644,10/1/07,Houston,110300
652,10/1/07,Austin,143800
664,10/1/07,Dallas,255800
711,10/1/07,Austin,198800
737,10/1/07,Dallas,147600
781,10/1/07,Dallas,190900
932,10/1/07,Dallas,142000
967,10/1/07,Dallas,153200
1042,10/1/07,Dallas,218000
1048,10/1/07,Dallas,148200
1051,10/1/07,Dallas,178300
1068,10/1/07,Dallas,142000
1075,10/1/07,Houston,160500
1080,10/1/07,Dallas,156100
1100,10/1/07,Dallas,162000
1137,10/1/07,Dallas,167400
1142,10/1/07,Dallas,174800
1150,10/1/07,Houston,162300
1155,10/1/07,San Antonio,127900
1201,10/1/07,Dallas,93300
1237,10/1/07,Houston,99600
1255,10/1/07,Dallas,281300
1259,10/1/07,Dallas,275400
1301,10/1/07,Dallas,146000
1311,10/1/07,Dallas,124400
1339,10/1/07,Dallas,93100
1350,10/1/07,Dallas,135900
1365,10/1/07,Houston,220500
1383,10/1/07,Dallas,121600
1409,10/1/07,San Antonio,277400
1412,10/1/07,Dallas,140500
1422,10/1/07,Houston,214900
1444,10/1/07,San Antonio,138100
1493,10/1/07,Dallas,192600
1533,10/1/07,Dallas,88300
1650,10/1/07,Dallas,140700
1675,10/1/07,Houston,130800
1687,10/1/07,Houston,141700
1703,10/1/07,Houston,104800
1735,10/1/07,El Paso,90800
1737,10/1/07,San Antonio,198500
1739,10/1/07,Dallas,105700
1742,10/1/07,Houston,164900
1773,10/1/07,Austin,156100
1781,10/1/07,Dallas,189500
1805,10/1/07,Dallas,505100
1816,10/1/07,Houston,147500
1848,10/1/07,Houston,121500
1852,10/1/07,San Antonio,175100
1946,10/1/07,Austin,158400
1967,10/1/07,Houston,133000
1972,10/1/07,Dallas,153200
2058,10/1/07,Houston,135200
2073,10/1/07,Dallas,90300
2150,10/1/07,Dallas,409800
2201,10/1/07,Austin,126500
2258,10/1/07,Dallas,922700
2273,10/1/07,Dallas,131500
2289,10/1/07,Dallas,132400
2373,10/1/07,Dallas,106700
2425,10/1/07,Houston,134000
2434,10/1/07,Dallas,129200
2503,10/1/07,Austin,155800
2505,10/1/07,Dallas,162700
2534,10/1/07,San Antonio,200700
2554,10/1/07,San Antonio,157200
2675,10/1/07,Dallas,182800
2676,10/1/07,Dallas,191900
2707,10/1/07,San Antonio,142000
2715,10/1/07,Houston,149000
2756,10/1/07,Dallas,155800
2836,10/1/07,Austin,108500
2886,10/1/07,Houston,259200
2896,10/1/07,Houston,214000
2898,10/1/07,Austin,110400
2978,10/1/07,Dallas,264500
2980,10/1/07,Houston,608400
3002,10/1/07,Dallas,164100
3056,10/1/07,Austin,191500
3071,10/1/07,Houston,91500
3152,10/1/07,Houston,150400
3160,10/1/07,Houston,148700
3189,10/1/07,Houston,134200
3236,10/1/07,Dallas,85400
3237,10/1/07,Dallas,136800
3256,10/1/07,Corpus Christi,155300
3265,10/1/07,Houston,108500
3332,10/1/07,San Antonio,325800
3348,10/1/07,Austin,309400
3381,10/1/07,Houston,94300
3403,10/1/07,Dallas,255000
3446,10/1/07,Dallas,153900
3470,10/1/07,Houston,107000
3483,10/1/07,Corpus Christi,163100
3517,10/1/07,Houston,189400
3561,10/1/07,San Antonio,126100
3563,10/1/07,Dallas,151700
3599,10/1/07,Dallas,260700
3614,10/1/07,Dallas,106100
3701,10/1/07,El Paso,130500
3714,10/1/07,Dallas,172100
3717,10/1/07,San Antonio,174200
3786,10/1/07,Houston,118800
3805,10/1/07,Dallas,154500
3813,10/1/07,Rio Grande City,65900
3815,10/1/07,Dallas,144500
3856,10/1/07,Austin,221000
3886,10/1/07,Houston,
3946,10/1/07,Dallas,135100
3962,10/1/07,San Antonio,286900
4017,10/1/07,Austin,127200
4043,10/1/07,Dallas,86600
4059,10/1/07,San Antonio,144400
4066,10/1/07,Houston,208000
4214,10/1/07,Houston,171300
4316,10/1/07,Austin,215300
4444,10/1/07,Houston,150600
4452,10/1/07,Houston,108600
4530,10/1/07,San Antonio,281900
4556,10/1/07,Dallas,74400
4590,10/1/07,Houston,281300
4631,10/1/07,Houston,150100
4689,10/1/07,Houston,88000
4720,10/1/07,Austin,356600
4760,10/1/07,Dallas,138100
4779,10/1/07,Houston,80800
4886,10/1/07,San Antonio,176000
4991,10/1/07,Houston,196100
5064,10/1/07,San Antonio,176200
5133,10/1/07,Dallas,1137000
5139,10/1/07,Austin,167100
5144,10/1/07,Dallas,447600
5181,10/1/07,Austin,408400
5182,10/1/07,Dallas,105900
5209,10/1/07,Corpus Christi,93100
5219,10/1/07,Austin,88700
5243,10/1/07,San Antonio,164300
5339,10/1/07,Dallas,85900
5355,10/1/07,Dallas,316900
5407,10/1/07,Dallas,170600
5643,10/1/07,San Antonio,463300
5667,10/1/07,San Antonio,163500
5932,10/1/07,Rio Grande City,67600
5933,10/1/07,Dallas,292200
6008,10/1/07,Dallas,144700
6067,10/1/07,Dallas,415000
6073,10/1/07,Corpus Christi,109200
6086,10/1/07,Houston,103000
6091,10/1/07,Dallas,287800
6093,10/1/07,San Antonio,87700
6140,10/1/07,Houston,105500
6193,10/1/07,Houston,322200
6244,10/1/07,Dallas,87000
6252,10/1/07,Dallas,320100
6285,10/1/07,Dallas,184300
6416,10/1/07,Austin,491000
6435,10/1/07,Dallas,138300
6442,10/1/07,Austin,196100
6473,10/1/07,Dallas,163600
6560,10/1/07,Austin,257200
6663,10/1/07,Houston,99800
6728,10/1/07,Dallas,155600
6832,10/1/07,Dallas,426700
6874,10/1/07,Houston,157000
6893,10/1/07,San Antonio,171700
6927,10/1/07,San Antonio,97800
6944,10/1/07,Dallas,168500
6961,10/1/07,Dallas,90100
7069,10/1/07,Dallas,185400
7185,10/1/07,Houston,145800
7249,10/1/07,San Antonio,491000
7298,10/1/07,Houston,78900
7325,10/1/07,Dallas,136700
7369,10/1/07,Dallas,246600
7413,10/1/07,Corpus Christi,78100
7451,10/1/07,Dallas,163100
7474,10/1/07,Dallas,1389200
7603,10/1/07,El Paso,126100
7638,10/1/07,San Antonio,432800
7814,10/1/07,Austin,147700
7835,10/1/07,Houston,132200
7990,10/1/07,San Antonio,234500
8016,10/1/07,Dallas,192500
8029,10/1/07,Dallas,275900
8055,10/1/07,Dallas,82300
8058,10/1/07,Dallas,229600
8068,10/1/07,Houston,106800
8110,10/1/07,El Paso,112700
8129,10/1/07,Austin,480500
8505,10/1/07,Dallas,67100
8571,10/1/07,Dallas,182100
8646,10/1/07,Dallas,127300
8662,10/1/07,San Antonio,326200
8684,10/1/07,Dallas,130500
8688,10/1/07,Corpus Christi,388500
8692,10/1/07,San Antonio,344600
8774,10/1/07,Austin,728800
8823,10/1/07,Dallas,76500
9024,10/1/07,Dallas,180400
9039,10/1/07,Austin,104100
9066,10/1/07,San Antonio,527300
9076,10/1/07,Dallas,160300
9110,10/1/07,Austin,106200
9167,10/1/07,Houston,127700
9482,10/1/07,San Antonio,241800
9666,10/1/07,Houston,163500
9682,10/1/07,Dallas,160600
9713,10/1/07,Houston,180600
9883,10/1/07,Austin,430600
9888,10/1/07,Houston,200400
9907,10/1/07,Dallas,125900
9932,10/1/07,Austin,97600
9995,10/1/07,Dallas,227300
10048,10/1/07,Dallas,104500
10076,10/1/07,Dallas,400400
10134,10/1/07,Dallas,95900
10153,10/1/07,Austin,366500
10188,10/1/07,Dallas,342100
10302,10/1/07,Houston,207000
10303,10/1/07,Dallas,299000
10342,10/1/07,Dallas,70600
10420,10/1/07,San Antonio,259300
10437,10/1/07,Houston,142000
10612,10/1/07,Dallas,231300
10619,10/1/07,Houston,128200
10671,10/1/07,Houston,153700
10720,10/1/07,Dallas,
10932,10/1/07,Houston,152400
10998,10/1/07,San Antonio,408800
11100,10/1/07,Austin,457600
11115,10/1/07,Houston,
11233,10/1/07,Dallas,223100
11259,10/1/07,San Antonio,601200
11277,10/1/07,Dallas,147400
11284,10/1/07,Corpus Christi,48600
11331,10/1/07,San Antonio,270200
11398,10/1/07,Dallas,88100
11502,10/1/07,Dallas,226800
11524,10/1/07,Dallas,273900
11543,10/1/07,Austin,723700
11667,10/1/07,Dallas,75500
11804,10/1/07,Dallas,149600
11834,10/1/07,Houston,161900
11880,10/1/07,Houston,172600
11993,10/1/07,Houston,234700
12016,10/1/07,Houston,156900
12084,10/1/07,Houston,126800
12185,10/1/07,Houston,201500
12256,10/1/07,Dallas,336200
12433,10/1/07,Houston,147600
12568,10/1/07,Houston,164800
12590,10/1/07,Dallas,102100
12734,10/1/07,Rio Grande City,73700
12745,10/1/07,Austin,177100
12771,10/1/07,Houston,208600
12786,10/1/07,Houston,135500
12817,10/1/07,Austin,167900
12823,10/1/07,Dallas,83300
12842,10/1/07,Dallas,165800
12873,10/1/07,Dallas,196700
12919,10/1/07,Dallas,130300
12975,10/1/07,San Antonio,182500
12987,10/1/07,Houston,113400
13016,10/1/07,Dallas,195100
13041,10/1/07,Dallas,120300
13076,10/1/07,Houston,137700
13080,10/1/07,Dallas,76900
13131,10/1/07,Austin,228900
13132,10/1/07,Houston,256000
13144,10/1/07,Austin,200900
13146,10/1/07,Dallas,142300
13165,10/1/07,Houston,490700
13181,10/1/07,Houston,104800
13184,10/1/07,Dallas,151100
13230,10/1/07,Dallas,141600
13231,10/1/07,Houston,227400
3,11/1/07,Houston,137600
5,11/1/07,San Antonio,129200
10,11/1/07,Dallas,128400
11,11/1/07,Austin,222600
17,11/1/07,Dallas,130200
22,11/1/07,El Paso,128800
50,11/1/07,Dallas,137200
66,11/1/07,Corpus Christi,124800
79,11/1/07,Dallas,210400
109,11/1/07,Dallas,124200
110,11/1/07,Houston,149500
116,11/1/07,Dallas,138800
159,11/1/07,Dallas,136100
184,11/1/07,Houston,222400
189,11/1/07,Dallas,206100
205,11/1/07,Houston,191500
206,11/1/07,Austin,194600
214,11/1/07,Houston,153700
218,11/1/07,Houston,105900
221,11/1/07,Dallas,282200
229,11/1/07,Dallas,119400
257,11/1/07,Dallas,168100
267,11/1/07,Houston,195500
269,11/1/07,Dallas,147200
321,11/1/07,Dallas,167400
345,11/1/07,Dallas,176300
371,11/1/07,Houston,263700
395,11/1/07,Houston,191800
422,11/1/07,San Antonio,183300
433,11/1/07,Dallas,204900
481,11/1/07,Austin,212700
496,11/1/07,Austin,170800
585,11/1/07,Houston,163100
590,11/1/07,Houston,195100
595,11/1/07,Houston,173800
628,11/1/07,Houston,162900
644,11/1/07,Houston,110500
652,11/1/07,Austin,144600
664,11/1/07,Dallas,256500
711,11/1/07,Austin,199400
737,11/1/07,Dallas,148100
781,11/1/07,Dallas,190500
932,11/1/07,Dallas,142600
967,11/1/07,Dallas,153400
1042,11/1/07,Dallas,218900
1048,11/1/07,Dallas,148100
1051,11/1/07,Dallas,179400
1068,11/1/07,Dallas,141900
1075,11/1/07,Houston,160200
1080,11/1/07,Dallas,156300
1100,11/1/07,Dallas,161900
1137,11/1/07,Dallas,167700
1142,11/1/07,Dallas,175300
1150,11/1/07,Houston,162100
1155,11/1/07,San Antonio,128900
1201,11/1/07,Dallas,93200
1237,11/1/07,Houston,99300
1255,11/1/07,Dallas,281800
1259,11/1/07,Dallas,275200
1301,11/1/07,Dallas,146500
1311,11/1/07,Dallas,124000
1339,11/1/07,Dallas,92400
1350,11/1/07,Dallas,135600
1365,11/1/07,Houston,220800
1383,11/1/07,Dallas,121700
1409,11/1/07,San Antonio,278300
1412,11/1/07,Dallas,140800
1422,11/1/07,Houston,215200
1444,11/1/07,San Antonio,138700
1493,11/1/07,Dallas,192000
1533,11/1/07,Dallas,88500
1650,11/1/07,Dallas,139700
1675,11/1/07,Houston,130900
1687,11/1/07,Houston,142200
1703,11/1/07,Houston,105200
1735,11/1/07,El Paso,91100
1737,11/1/07,San Antonio,198700
1739,11/1/07,Dallas,104400
1742,11/1/07,Houston,165400
1773,11/1/07,Austin,156600
1781,11/1/07,Dallas,189500
1805,11/1/07,Dallas,505700
1816,11/1/07,Houston,148300
1848,11/1/07,Houston,122400
1852,11/1/07,San Antonio,176200
1946,11/1/07,Austin,158800
1967,11/1/07,Houston,132800
1972,11/1/07,Dallas,153200
2058,11/1/07,Houston,135600
2073,11/1/07,Dallas,90300
2150,11/1/07,Dallas,409900
2201,11/1/07,Austin,127300
2258,11/1/07,Dallas,923700
2273,11/1/07,Dallas,131800
2289,11/1/07,Dallas,132000
2373,11/1/07,Dallas,106600
2425,11/1/07,Houston,134600
2434,11/1/07,Dallas,128800
2503,11/1/07,Austin,155800
2505,11/1/07,Dallas,162800
2534,11/1/07,San Antonio,201700
2554,11/1/07,San Antonio,157500
2675,11/1/07,Dallas,183800
2676,11/1/07,Dallas,191900
2707,11/1/07,San Antonio,141900
2715,11/1/07,Houston,148600
2756,11/1/07,Dallas,155600
2836,11/1/07,Austin,108300
2886,11/1/07,Houston,260300
2896,11/1/07,Houston,213200
2898,11/1/07,Austin,110200
2978,11/1/07,Dallas,265700
2980,11/1/07,Houston,609200
3002,11/1/07,Dallas,164200
3056,11/1/07,Austin,193000
3071,11/1/07,Houston,91500
3152,11/1/07,Houston,149800
3160,11/1/07,Houston,148600
3189,11/1/07,Houston,134900
3236,11/1/07,Dallas,85500
3237,11/1/07,Dallas,136300
3256,11/1/07,Corpus Christi,155600
3265,11/1/07,Houston,108600
3332,11/1/07,San Antonio,324700
3348,11/1/07,Austin,311900
3381,11/1/07,Houston,94200
3403,11/1/07,Dallas,256400
3446,11/1/07,Dallas,154800
3470,11/1/07,Houston,107100
3483,11/1/07,Corpus Christi,163300
3517,11/1/07,Houston,190200
3561,11/1/07,San Antonio,126600
3563,11/1/07,Dallas,152000
3599,11/1/07,Dallas,261100
3614,11/1/07,Dallas,106300
3701,11/1/07,El Paso,131300
3714,11/1/07,Dallas,171700
3717,11/1/07,San Antonio,174700
3786,11/1/07,Houston,118400
3805,11/1/07,Dallas,155000
3813,11/1/07,Rio Grande City,65400
3815,11/1/07,Dallas,144800
3856,11/1/07,Austin,220800
3886,11/1/07,Houston,
3946,11/1/07,Dallas,135100
3962,11/1/07,San Antonio,286300
4017,11/1/07,Austin,127900
4043,11/1/07,Dallas,86800
4059,11/1/07,San Antonio,144500
4066,11/1/07,Houston,208700
4214,11/1/07,Houston,172300
4316,11/1/07,Austin,215400
4444,11/1/07,Houston,150800
4452,11/1/07,Houston,109400
4530,11/1/07,San Antonio,283200
4556,11/1/07,Dallas,74500
4590,11/1/07,Houston,280600
4631,11/1/07,Houston,150400
4689,11/1/07,Houston,88400
4720,11/1/07,Austin,357900
4760,11/1/07,Dallas,138300
4779,11/1/07,Houston,81000
4886,11/1/07,San Antonio,176500
4991,11/1/07,Houston,196600
5064,11/1/07,San Antonio,176900
5133,11/1/07,Dallas,1135600
5139,11/1/07,Austin,167100
5144,11/1/07,Dallas,446800
5181,11/1/07,Austin,410200
5182,11/1/07,Dallas,105600
5209,11/1/07,Corpus Christi,93100
5219,11/1/07,Austin,88800
5243,11/1/07,San Antonio,164500
5339,11/1/07,Dallas,85800
5355,11/1/07,Dallas,317300
5407,11/1/07,Dallas,170400
5643,11/1/07,San Antonio,464500
5667,11/1/07,San Antonio,164000
5932,11/1/07,Rio Grande City,67500
5933,11/1/07,Dallas,291400
6008,11/1/07,Dallas,145000
6067,11/1/07,Dallas,419100
6073,11/1/07,Corpus Christi,109300
6086,11/1/07,Houston,103700
6091,11/1/07,Dallas,287300
6093,11/1/07,San Antonio,87900
6140,11/1/07,Houston,105200
6193,11/1/07,Houston,323800
6244,11/1/07,Dallas,86900
6252,11/1/07,Dallas,320600
6285,11/1/07,Dallas,184800
6416,11/1/07,Austin,489000
6435,11/1/07,Dallas,137400
6442,11/1/07,Austin,196100
6473,11/1/07,Dallas,164200
6560,11/1/07,Austin,259200
6663,11/1/07,Houston,100900
6728,11/1/07,Dallas,155800
6832,11/1/07,Dallas,428000
6874,11/1/07,Houston,157700
6893,11/1/07,San Antonio,171600
6927,11/1/07,San Antonio,98100
6944,11/1/07,Dallas,169300
6961,11/1/07,Dallas,90100
7069,11/1/07,Dallas,186100
7185,11/1/07,Houston,146100
7249,11/1/07,San Antonio,492800
7298,11/1/07,Houston,79100
7325,11/1/07,Dallas,137000
7369,11/1/07,Dallas,248900
7413,11/1/07,Corpus Christi,77300
7451,11/1/07,Dallas,164500
7474,11/1/07,Dallas,1390500
7603,11/1/07,El Paso,126100
7638,11/1/07,San Antonio,434400
7814,11/1/07,Austin,148400
7835,11/1/07,Houston,132400
7990,11/1/07,San Antonio,232500
8016,11/1/07,Dallas,192700
8029,11/1/07,Dallas,276100
8055,11/1/07,Dallas,82100
