SizeRank,Date,City,Value
7603,3/1/06,El Paso,92300
7638,3/1/06,San Antonio,368700
7814,3/1/06,Austin,138500
7835,3/1/06,Houston,108800
7990,3/1/06,San Antonio,216700
8016,3/1/06,Dallas,179600
8029,3/1/06,Dallas,254000
8055,3/1/06,Dallas,83300
8058,3/1/06,Dallas,216900
8068,3/1/06,Houston,102000
8110,3/1/06,El Paso,89300
8129,3/1/06,Austin,442200
8505,3/1/06,Dallas,64800
8571,3/1/06,Dallas,166500
8646,3/1/06,Dallas,116800
8662,3/1/06,San Antonio,302800
8684,3/1/06,Dallas,121200
8688,3/1/06,Corpus Christi,295700
8692,3/1/06,San Antonio,317400
8774,3/1/06,Austin,679400
8823,3/1/06,Dallas,76100
9024,3/1/06,Dallas,174400
9039,3/1/06,Austin,110300
9066,3/1/06,San Antonio,469300
9076,3/1/06,Dallas,156000
9110,3/1/06,Austin,102500
9167,3/1/06,Houston,116400
9482,3/1/06,San Antonio,210800
9666,3/1/06,Houston,154200
9682,3/1/06,Dallas,157800
9713,3/1/06,Houston,161400
9883,3/1/06,Austin,399300
9888,3/1/06,Houston,182900
9907,3/1/06,Dallas,111800
9932,3/1/06,Austin,102500
9995,3/1/06,Dallas,212500
10048,3/1/06,Dallas,101900
10076,3/1/06,Dallas,343400
10134,3/1/06,Dallas,91300
10153,3/1/06,Austin,330000
10188,3/1/06,Dallas,323200
10302,3/1/06,Houston,195200
10303,3/1/06,Dallas,292200
10342,3/1/06,Dallas,65600
10420,3/1/06,San Antonio,235300
10437,3/1/06,Houston,128300
10612,3/1/06,Dallas,213200
10619,3/1/06,Houston,119900
10671,3/1/06,Houston,145400
10720,3/1/06,Dallas,
10932,3/1/06,Houston,163600
10998,3/1/06,San Antonio,387300
11100,3/1/06,Austin,440400
11115,3/1/06,Houston,
11233,3/1/06,Dallas,222800
11259,3/1/06,San Antonio,527200
11277,3/1/06,Dallas,151900
11284,3/1/06,Corpus Christi,49000
11331,3/1/06,San Antonio,226200
11398,3/1/06,Dallas,83600
11502,3/1/06,Dallas,225700
11524,3/1/06,Dallas,238500
11543,3/1/06,Austin,674400
11667,3/1/06,Dallas,65100
11804,3/1/06,Dallas,146600
11834,3/1/06,Houston,149900
11880,3/1/06,Houston,163000
11993,3/1/06,Houston,222600
12016,3/1/06,Houston,151100
12084,3/1/06,Houston,112700
12185,3/1/06,Houston,166000
12256,3/1/06,Dallas,326700
12433,3/1/06,Houston,143200
12568,3/1/06,Houston,148500
12590,3/1/06,Dallas,100800
12734,3/1/06,Rio Grande City,84000
12745,3/1/06,Austin,165000
12771,3/1/06,Houston,183800
12786,3/1/06,Houston,125600
12817,3/1/06,Austin,146300
12823,3/1/06,Dallas,82600
12842,3/1/06,Dallas,156800
12873,3/1/06,Dallas,184600
12919,3/1/06,Dallas,125800
12975,3/1/06,San Antonio,163100
12987,3/1/06,Houston,96900
13016,3/1/06,Dallas,177200
13041,3/1/06,Dallas,128800
13076,3/1/06,Houston,141600
13080,3/1/06,Dallas,71000
13131,3/1/06,Austin,208500
13132,3/1/06,Houston,203800
13144,3/1/06,Austin,184800
13146,3/1/06,Dallas,138200
13165,3/1/06,Houston,381100
13181,3/1/06,Houston,92200
13184,3/1/06,Dallas,142400
13230,3/1/06,Dallas,146400
13231,3/1/06,Houston,209000
3,4/1/06,Houston,131500
5,4/1/06,San Antonio,111500
10,4/1/06,Dallas,125600
11,4/1/06,Austin,203800
17,4/1/06,Dallas,126200
22,4/1/06,El Paso,103800
50,4/1/06,Dallas,132500
66,4/1/06,Corpus Christi,110800
79,4/1/06,Dallas,205000
109,4/1/06,Dallas,118600
110,4/1/06,Houston,142200
116,4/1/06,Dallas,137400
159,4/1/06,Dallas,132800
184,4/1/06,Houston,209900
189,4/1/06,Dallas,196100
205,4/1/06,Houston,175800
206,4/1/06,Austin,178200
214,4/1/06,Houston,147000
218,4/1/06,Houston,99600
221,4/1/06,Dallas,270000
229,4/1/06,Dallas,114300
257,4/1/06,Dallas,163400
267,4/1/06,Houston,179100
269,4/1/06,Dallas,142000
321,4/1/06,Dallas,159000
345,4/1/06,Dallas,172000
371,4/1/06,Houston,238600
395,4/1/06,Houston,179800
422,4/1/06,San Antonio,164700
433,4/1/06,Dallas,201200
481,4/1/06,Austin,205300
496,4/1/06,Austin,159900
585,4/1/06,Houston,155600
590,4/1/06,Houston,175500
595,4/1/06,Houston,168700
628,4/1/06,Houston,154500
644,4/1/06,Houston,100200
652,4/1/06,Austin,139200
664,4/1/06,Dallas,238400
711,4/1/06,Austin,187200
737,4/1/06,Dallas,142900
781,4/1/06,Dallas,182400
932,4/1/06,Dallas,140000
967,4/1/06,Dallas,148900
1042,4/1/06,Dallas,207800
1048,4/1/06,Dallas,145800
1051,4/1/06,Dallas,164600
1068,4/1/06,Dallas,139000
1075,4/1/06,Houston,152600
1080,4/1/06,Dallas,153700
1100,4/1/06,Dallas,160600
1137,4/1/06,Dallas,164300
1142,4/1/06,Dallas,160400
1150,4/1/06,Houston,161800
1155,4/1/06,San Antonio,118700
1201,4/1/06,Dallas,90300
1237,4/1/06,Houston,91800
1255,4/1/06,Dallas,272600
1259,4/1/06,Dallas,266800
1301,4/1/06,Dallas,138300
1311,4/1/06,Dallas,117700
1339,4/1/06,Dallas,89500
1350,4/1/06,Dallas,136600
1365,4/1/06,Houston,211800
1383,4/1/06,Dallas,115400
1409,4/1/06,San Antonio,265400
1412,4/1/06,Dallas,137200
1422,4/1/06,Houston,209200
1444,4/1/06,San Antonio,124100
1493,4/1/06,Dallas,181800
1533,4/1/06,Dallas,82500
1650,4/1/06,Dallas,142000
1675,4/1/06,Houston,116700
1687,4/1/06,Houston,132400
1703,4/1/06,Houston,98600
1735,4/1/06,El Paso,80700
1737,4/1/06,San Antonio,176200
1739,4/1/06,Dallas,106300
1742,4/1/06,Houston,158300
1773,4/1/06,Austin,153000
1781,4/1/06,Dallas,176200
1805,4/1/06,Dallas,478000
1816,4/1/06,Houston,144100
1848,4/1/06,Houston,106200
1852,4/1/06,San Antonio,164300
1946,4/1/06,Austin,153400
1967,4/1/06,Houston,126000
1972,4/1/06,Dallas,154100
2058,4/1/06,Houston,126600
2073,4/1/06,Dallas,89500
2150,4/1/06,Dallas,372100
2201,4/1/06,Austin,129000
2258,4/1/06,Dallas,861800
2273,4/1/06,Dallas,120300
2289,4/1/06,Dallas,126700
2373,4/1/06,Dallas,102000
2425,4/1/06,Houston,113900
2434,4/1/06,Dallas,127400
2503,4/1/06,Austin,143300
2505,4/1/06,Dallas,157800
2534,4/1/06,San Antonio,182500
2554,4/1/06,San Antonio,148200
2675,4/1/06,Dallas,167000
2676,4/1/06,Dallas,192000
2707,4/1/06,San Antonio,131900
2715,4/1/06,Houston,143600
2756,4/1/06,Dallas,153800
2836,4/1/06,Austin,102300
2886,4/1/06,Houston,252400
2896,4/1/06,Houston,203000
2898,4/1/06,Austin,108400
2978,4/1/06,Dallas,259400
2980,4/1/06,Houston,573900
3002,4/1/06,Dallas,157000
3056,4/1/06,Austin,176200
3071,4/1/06,Houston,92400
3152,4/1/06,Houston,155600
3160,4/1/06,Houston,141700
3189,4/1/06,Houston,126000
3236,4/1/06,Dallas,83500
3237,4/1/06,Dallas,133200
3256,4/1/06,Corpus Christi,143800
3265,4/1/06,Houston,95600
3332,4/1/06,San Antonio,289800
3348,4/1/06,Austin,285000
3381,4/1/06,Houston,88200
3403,4/1/06,Dallas,234600
3446,4/1/06,Dallas,147500
3470,4/1/06,Houston,96000
3483,4/1/06,Corpus Christi,150200
3517,4/1/06,Houston,173400
3561,4/1/06,San Antonio,110900
3563,4/1/06,Dallas,151200
3599,4/1/06,Dallas,246700
3614,4/1/06,Dallas,97600
3701,4/1/06,El Paso,108600
3714,4/1/06,Dallas,159400
3717,4/1/06,San Antonio,156600
3786,4/1/06,Houston,112400
3805,4/1/06,Dallas,153500
3813,4/1/06,Rio Grande City,69100
3815,4/1/06,Dallas,140900
3856,4/1/06,Austin,206400
3886,4/1/06,Houston,
3946,4/1/06,Dallas,126600
3962,4/1/06,San Antonio,265000
4017,4/1/06,Austin,128100
4043,4/1/06,Dallas,86200
4059,4/1/06,San Antonio,122800
4066,4/1/06,Houston,200900
4214,4/1/06,Houston,160400
4316,4/1/06,Austin,197300
4444,4/1/06,Houston,143000
4452,4/1/06,Houston,98100
4530,4/1/06,San Antonio,276500
4556,4/1/06,Dallas,70800
4590,4/1/06,Houston,278500
4631,4/1/06,Houston,135800
4689,4/1/06,Houston,84500
4720,4/1/06,Austin,334500
4760,4/1/06,Dallas,135800
4779,4/1/06,Houston,78400
4886,4/1/06,San Antonio,164600
4991,4/1/06,Houston,183100
5064,4/1/06,San Antonio,164500
5133,4/1/06,Dallas,1090900
5139,4/1/06,Austin,159300
5144,4/1/06,Dallas,432100
5181,4/1/06,Austin,361000
5182,4/1/06,Dallas,106700
5209,4/1/06,Corpus Christi,87100
5219,4/1/06,Austin,87600
5243,4/1/06,San Antonio,151100
5339,4/1/06,Dallas,79000
5355,4/1/06,Dallas,296700
5407,4/1/06,Dallas,172500
5643,4/1/06,San Antonio,385200
5667,4/1/06,San Antonio,156000
5932,4/1/06,Rio Grande City,63700
5933,4/1/06,Dallas,292100
6008,4/1/06,Dallas,138700
6067,4/1/06,Dallas,374400
6073,4/1/06,Corpus Christi,104000
6086,4/1/06,Houston,93800
6091,4/1/06,Dallas,271700
6093,4/1/06,San Antonio,81500
6140,4/1/06,Houston,90800
6193,4/1/06,Houston,288700
6244,4/1/06,Dallas,84400
6252,4/1/06,Dallas,297800
6285,4/1/06,Dallas,164200
6416,4/1/06,Austin,438100
6435,4/1/06,Dallas,133100
6442,4/1/06,Austin,171600
6473,4/1/06,Dallas,152900
6560,4/1/06,Austin,235300
6663,4/1/06,Houston,92100
6728,4/1/06,Dallas,145800
6832,4/1/06,Dallas,381900
6874,4/1/06,Houston,152300
6893,4/1/06,San Antonio,160700
6927,4/1/06,San Antonio,93900
6944,4/1/06,Dallas,153300
6961,4/1/06,Dallas,86800
7069,4/1/06,Dallas,167700
7185,4/1/06,Houston,139800
7249,4/1/06,San Antonio,437600
7298,4/1/06,Houston,72900
7325,4/1/06,Dallas,130400
7369,4/1/06,Dallas,227900
7413,4/1/06,Corpus Christi,83700
7451,4/1/06,Dallas,154700
7474,4/1/06,Dallas,1312600
7603,4/1/06,El Paso,93000
7638,4/1/06,San Antonio,372500
7814,4/1/06,Austin,139100
7835,4/1/06,Houston,109500
7990,4/1/06,San Antonio,216800
8016,4/1/06,Dallas,179900
8029,4/1/06,Dallas,255900
8055,4/1/06,Dallas,83500
8058,4/1/06,Dallas,218100
8068,4/1/06,Houston,104300
8110,4/1/06,El Paso,90100
8129,4/1/06,Austin,444600
8505,4/1/06,Dallas,65300
8571,4/1/06,Dallas,166400
8646,4/1/06,Dallas,120700
8662,4/1/06,San Antonio,305600
8684,4/1/06,Dallas,122400
8688,4/1/06,Corpus Christi,296100
8692,4/1/06,San Antonio,319300
8774,4/1/06,Austin,680600
8823,4/1/06,Dallas,76900
9024,4/1/06,Dallas,173900
9039,4/1/06,Austin,110500
9066,4/1/06,San Antonio,472900
9076,4/1/06,Dallas,156300
9110,4/1/06,Austin,104000
9167,4/1/06,Houston,117300
9482,4/1/06,San Antonio,210500
9666,4/1/06,Houston,153500
9682,4/1/06,Dallas,157000
9713,4/1/06,Houston,161600
9883,4/1/06,Austin,404800
9888,4/1/06,Houston,181700
9907,4/1/06,Dallas,113500
9932,4/1/06,Austin,100000
9995,4/1/06,Dallas,213800
10048,4/1/06,Dallas,101700
10076,4/1/06,Dallas,345700
10134,4/1/06,Dallas,92100
10153,4/1/06,Austin,333900
10188,4/1/06,Dallas,324700
10302,4/1/06,Houston,195600
10303,4/1/06,Dallas,292700
10342,4/1/06,Dallas,66400
10420,4/1/06,San Antonio,236300
10437,4/1/06,Houston,128800
10612,4/1/06,Dallas,214700
10619,4/1/06,Houston,120600
10671,4/1/06,Houston,146200
10720,4/1/06,Dallas,
10932,4/1/06,Houston,162400
10998,4/1/06,San Antonio,389900
11100,4/1/06,Austin,441300
11115,4/1/06,Houston,
11233,4/1/06,Dallas,223000
11259,4/1/06,San Antonio,530900
11277,4/1/06,Dallas,152600
11284,4/1/06,Corpus Christi,48400
11331,4/1/06,San Antonio,227900
11398,4/1/06,Dallas,83100
11502,4/1/06,Dallas,224400
11524,4/1/06,Dallas,239600
11543,4/1/06,Austin,679400
11667,4/1/06,Dallas,63500
11804,4/1/06,Dallas,146100
11834,4/1/06,Houston,150300
11880,4/1/06,Houston,164000
11993,4/1/06,Houston,225000
12016,4/1/06,Houston,151800
12084,4/1/06,Houston,112300
12185,4/1/06,Houston,167400
12256,4/1/06,Dallas,329500
12433,4/1/06,Houston,143600
12568,4/1/06,Houston,149600
12590,4/1/06,Dallas,99900
12734,4/1/06,Rio Grande City,84200
12745,4/1/06,Austin,164900
12771,4/1/06,Houston,186600
12786,4/1/06,Houston,126000
12817,4/1/06,Austin,148000
12823,4/1/06,Dallas,82800
12842,4/1/06,Dallas,158300
12873,4/1/06,Dallas,184500
12919,4/1/06,Dallas,125400
12975,4/1/06,San Antonio,162700
12987,4/1/06,Houston,97800
13016,4/1/06,Dallas,177700
13041,4/1/06,Dallas,128100
13076,4/1/06,Houston,141400
13080,4/1/06,Dallas,71800
13131,4/1/06,Austin,209100
13132,4/1/06,Houston,205500
13144,4/1/06,Austin,186200
13146,4/1/06,Dallas,138400
13165,4/1/06,Houston,386700
13181,4/1/06,Houston,93300
13184,4/1/06,Dallas,141800
13230,4/1/06,Dallas,147000
13231,4/1/06,Houston,211700
3,5/1/06,Houston,131800
5,5/1/06,San Antonio,112200
10,5/1/06,Dallas,125900
11,5/1/06,Austin,204500
17,5/1/06,Dallas,126400
22,5/1/06,El Paso,105100
50,5/1/06,Dallas,133000
66,5/1/06,Corpus Christi,111400
79,5/1/06,Dallas,205700
109,5/1/06,Dallas,119000
110,5/1/06,Houston,142300
116,5/1/06,Dallas,137700
159,5/1/06,Dallas,133300
184,5/1/06,Houston,210400
189,5/1/06,Dallas,196700
205,5/1/06,Houston,176200
206,5/1/06,Austin,178700
214,5/1/06,Houston,147500
218,5/1/06,Houston,99700
221,5/1/06,Dallas,270800
229,5/1/06,Dallas,114500
257,5/1/06,Dallas,163900
267,5/1/06,Houston,179700
269,5/1/06,Dallas,142100
321,5/1/06,Dallas,159300
345,5/1/06,Dallas,172700
371,5/1/06,Houston,239200
395,5/1/06,Houston,180800
422,5/1/06,San Antonio,164700
433,5/1/06,Dallas,201900
481,5/1/06,Austin,207100
496,5/1/06,Austin,160100
585,5/1/06,Houston,155900
590,5/1/06,Houston,176000
595,5/1/06,Houston,168900
628,5/1/06,Houston,154800
644,5/1/06,Houston,100800
652,5/1/06,Austin,139700
664,5/1/06,Dallas,239700
711,5/1/06,Austin,186500
737,5/1/06,Dallas,143000
781,5/1/06,Dallas,183100
932,5/1/06,Dallas,140400
967,5/1/06,Dallas,149300
1042,5/1/06,Dallas,208600
1048,5/1/06,Dallas,146300
1051,5/1/06,Dallas,164700
1068,5/1/06,Dallas,139100
1075,5/1/06,Houston,153500
1080,5/1/06,Dallas,154100
1100,5/1/06,Dallas,161600
1137,5/1/06,Dallas,164900
1142,5/1/06,Dallas,161400
1150,5/1/06,Houston,162300
1155,5/1/06,San Antonio,119300
1201,5/1/06,Dallas,90800
1237,5/1/06,Houston,92300
1255,5/1/06,Dallas,273300
1259,5/1/06,Dallas,268000
1301,5/1/06,Dallas,139000
1311,5/1/06,Dallas,117300
1339,5/1/06,Dallas,89900
1350,5/1/06,Dallas,137200
1365,5/1/06,Houston,212100
1383,5/1/06,Dallas,116000
1409,5/1/06,San Antonio,267100
1412,5/1/06,Dallas,137400
1422,5/1/06,Houston,209400
1444,5/1/06,San Antonio,124400
1493,5/1/06,Dallas,182400
1533,5/1/06,Dallas,82700
1650,5/1/06,Dallas,141900
1675,5/1/06,Houston,117700
1687,5/1/06,Houston,132400
1703,5/1/06,Houston,98800
1735,5/1/06,El Paso,81400
1737,5/1/06,San Antonio,176400
1739,5/1/06,Dallas,106300
1742,5/1/06,Houston,159300
1773,5/1/06,Austin,152900
1781,5/1/06,Dallas,176500
1805,5/1/06,Dallas,481300
1816,5/1/06,Houston,144400
1848,5/1/06,Houston,107000
1852,5/1/06,San Antonio,164900
1946,5/1/06,Austin,153500
1967,5/1/06,Houston,126300
1972,5/1/06,Dallas,154600
2058,5/1/06,Houston,127200
2073,5/1/06,Dallas,89600
2150,5/1/06,Dallas,374200
2201,5/1/06,Austin,129600
2258,5/1/06,Dallas,866500
2273,5/1/06,Dallas,121800
2289,5/1/06,Dallas,127600
2373,5/1/06,Dallas,102300
2425,5/1/06,Houston,114300
2434,5/1/06,Dallas,128100
2503,5/1/06,Austin,143700
2505,5/1/06,Dallas,158200
2534,5/1/06,San Antonio,183700
2554,5/1/06,San Antonio,148600
2675,5/1/06,Dallas,167500
2676,5/1/06,Dallas,192200
2707,5/1/06,San Antonio,132900
2715,5/1/06,Houston,143800
2756,5/1/06,Dallas,154200
2836,5/1/06,Austin,103200
2886,5/1/06,Houston,252600
2896,5/1/06,Houston,204100
2898,5/1/06,Austin,109100
2978,5/1/06,Dallas,261000
2980,5/1/06,Houston,575200
3002,5/1/06,Dallas,158600
3056,5/1/06,Austin,177900
3071,5/1/06,Houston,92900
3152,5/1/06,Houston,154600
3160,5/1/06,Houston,142200
3189,5/1/06,Houston,126300
3236,5/1/06,Dallas,83400
3237,5/1/06,Dallas,133300
3256,5/1/06,Corpus Christi,144400
3265,5/1/06,Houston,96000
3332,5/1/06,San Antonio,292000
3348,5/1/06,Austin,286700
3381,5/1/06,Houston,89100
3403,5/1/06,Dallas,235800
3446,5/1/06,Dallas,148700
3470,5/1/06,Houston,96400
3483,5/1/06,Corpus Christi,150900
3517,5/1/06,Houston,173900
3561,5/1/06,San Antonio,111600
3563,5/1/06,Dallas,150700
3599,5/1/06,Dallas,250000
3614,5/1/06,Dallas,98100
3701,5/1/06,El Paso,109200
3714,5/1/06,Dallas,159800
3717,5/1/06,San Antonio,157600
3786,5/1/06,Houston,113500
3805,5/1/06,Dallas,152900
3813,5/1/06,Rio Grande City,68400
3815,5/1/06,Dallas,140200
3856,5/1/06,Austin,206400
3886,5/1/06,Houston,
3946,5/1/06,Dallas,126800
3962,5/1/06,San Antonio,266300
4017,5/1/06,Austin,128400
4043,5/1/06,Dallas,86300
4059,5/1/06,San Antonio,124300
4066,5/1/06,Houston,201700
4214,5/1/06,Houston,160400
4316,5/1/06,Austin,197700
4444,5/1/06,Houston,143900
4452,5/1/06,Houston,98800
4530,5/1/06,San Antonio,280100
4556,5/1/06,Dallas,70900
4590,5/1/06,Houston,279600
4631,5/1/06,Houston,137200
4689,5/1/06,Houston,85600
4720,5/1/06,Austin,334500
4760,5/1/06,Dallas,135900
4779,5/1/06,Houston,78700
4886,5/1/06,San Antonio,165000
4991,5/1/06,Houston,184000
5064,5/1/06,San Antonio,166400
5133,5/1/06,Dallas,1097900
5139,5/1/06,Austin,158700
5144,5/1/06,Dallas,435900
5181,5/1/06,Austin,360600
5182,5/1/06,Dallas,107200
5209,5/1/06,Corpus Christi,87600
5219,5/1/06,Austin,87800
5243,5/1/06,San Antonio,151200
5339,5/1/06,Dallas,79800
5355,5/1/06,Dallas,297100
5407,5/1/06,Dallas,172600
5643,5/1/06,San Antonio,389100
5667,5/1/06,San Antonio,157200
5932,5/1/06,Rio Grande City,63600
5933,5/1/06,Dallas,293000
6008,5/1/06,Dallas,139300
6067,5/1/06,Dallas,373800
6073,5/1/06,Corpus Christi,104100
6086,5/1/06,Houston,94500
6091,5/1/06,Dallas,273900
6093,5/1/06,San Antonio,82100
6140,5/1/06,Houston,90800
6193,5/1/06,Houston,289600
6244,5/1/06,Dallas,84100
6252,5/1/06,Dallas,300600
6285,5/1/06,Dallas,163200
6416,5/1/06,Austin,440800
6435,5/1/06,Dallas,132800
6442,5/1/06,Austin,173300
6473,5/1/06,Dallas,154600
6560,5/1/06,Austin,237100
6663,5/1/06,Houston,90900
6728,5/1/06,Dallas,145700
6832,5/1/06,Dallas,391200
6874,5/1/06,Houston,152500
6893,5/1/06,San Antonio,162300
6927,5/1/06,San Antonio,94100
6944,5/1/06,Dallas,154500
6961,5/1/06,Dallas,87200
7069,5/1/06,Dallas,168400
7185,5/1/06,Houston,139500
7249,5/1/06,San Antonio,440700
7298,5/1/06,Houston,73100
7325,5/1/06,Dallas,131000
7369,5/1/06,Dallas,228500
7413,5/1/06,Corpus Christi,85300
7451,5/1/06,Dallas,155400
7474,5/1/06,Dallas,1326900
7603,5/1/06,El Paso,94000
7638,5/1/06,San Antonio,377300
7814,5/1/06,Austin,139600
7835,5/1/06,Houston,110500
7990,5/1/06,San Antonio,217100
8016,5/1/06,Dallas,179600
8029,5/1/06,Dallas,258000
8055,5/1/06,Dallas,83800
8058,5/1/06,Dallas,219200
8068,5/1/06,Houston,106200
8110,5/1/06,El Paso,91100
8129,5/1/06,Austin,446700
8505,5/1/06,Dallas,65600
8571,5/1/06,Dallas,166400
8646,5/1/06,Dallas,123800
8662,5/1/06,San Antonio,309500
8684,5/1/06,Dallas,123800
8688,5/1/06,Corpus Christi,298500
8692,5/1/06,San Antonio,321700
8774,5/1/06,Austin,681600
8823,5/1/06,Dallas,77400
9024,5/1/06,Dallas,173400
9039,5/1/06,Austin,110500
9066,5/1/06,San Antonio,477200
9076,5/1/06,Dallas,157200
9110,5/1/06,Austin,105300
9167,5/1/06,Houston,117900
9482,5/1/06,San Antonio,210800
9666,5/1/06,Houston,152200
9682,5/1/06,Dallas,156300
9713,5/1/06,Houston,162200
9883,5/1/06,Austin,407700
9888,5/1/06,Houston,182200
9907,5/1/06,Dallas,115700
9932,5/1/06,Austin,97500
9995,5/1/06,Dallas,215000
10048,5/1/06,Dallas,101600
10076,5/1/06,Dallas,347900
10134,5/1/06,Dallas,92800
10153,5/1/06,Austin,337500
10188,5/1/06,Dallas,326000
10302,5/1/06,Houston,196400
10303,5/1/06,Dallas,293200
10342,5/1/06,Dallas,67200
10420,5/1/06,San Antonio,237200
10437,5/1/06,Houston,129500
10612,5/1/06,Dallas,216300
10619,5/1/06,Houston,121500
10671,5/1/06,Houston,147100
10720,5/1/06,Dallas,
10932,5/1/06,Houston,161100
10998,5/1/06,San Antonio,393600
11100,5/1/06,Austin,441700
11115,5/1/06,Houston,
11233,5/1/06,Dallas,223400
11259,5/1/06,San Antonio,535100
11277,5/1/06,Dallas,153000
11284,5/1/06,Corpus Christi,48100
11331,5/1/06,San Antonio,230300
11398,5/1/06,Dallas,82200
11502,5/1/06,Dallas,223200
11524,5/1/06,Dallas,242000
11543,5/1/06,Austin,682600
11667,5/1/06,Dallas,62400
11804,5/1/06,Dallas,145700
11834,5/1/06,Houston,150900
11880,5/1/06,Houston,165300
11993,5/1/06,Houston,227900
12016,5/1/06,Houston,152400
12084,5/1/06,Houston,111900
12185,5/1/06,Houston,169000
12256,5/1/06,Dallas,332100
12433,5/1/06,Houston,144400
12568,5/1/06,Houston,150700
12590,5/1/06,Dallas,99300
12734,5/1/06,Rio Grande City,84100
12745,5/1/06,Austin,165400
12771,5/1/06,Houston,188800
12786,5/1/06,Houston,126500
12817,5/1/06,Austin,148900
12823,5/1/06,Dallas,83000
12842,5/1/06,Dallas,159800
12873,5/1/06,Dallas,184800
12919,5/1/06,Dallas,124800
12975,5/1/06,San Antonio,162500
12987,5/1/06,Houston,98900
13016,5/1/06,Dallas,177800
13041,5/1/06,Dallas,126800
13076,5/1/06,Houston,140900
13080,5/1/06,Dallas,73000
13131,5/1/06,Austin,209700
13132,5/1/06,Houston,207700
13144,5/1/06,Austin,187100
13146,5/1/06,Dallas,138900
13165,5/1/06,Houston,392400
13181,5/1/06,Houston,94100
13184,5/1/06,Dallas,141900
13230,5/1/06,Dallas,147300
13231,5/1/06,Houston,214300
3,6/1/06,Houston,132200
5,6/1/06,San Antonio,113000
10,6/1/06,Dallas,126000
11,6/1/06,Austin,205300
17,6/1/06,Dallas,126800
22,6/1/06,El Paso,106400
50,6/1/06,Dallas,133600
66,6/1/06,Corpus Christi,112000
79,6/1/06,Dallas,206500
109,6/1/06,Dallas,119300
110,6/1/06,Houston,142500
116,6/1/06,Dallas,137800
159,6/1/06,Dallas,133600
184,6/1/06,Houston,211000
189,6/1/06,Dallas,197200
205,6/1/06,Houston,176900
206,6/1/06,Austin,179500
214,6/1/06,Houston,148100
218,6/1/06,Houston,99800
221,6/1/06,Dallas,271500
229,6/1/06,Dallas,114500
257,6/1/06,Dallas,164400
267,6/1/06,Houston,180600
269,6/1/06,Dallas,142300
321,6/1/06,Dallas,159700
345,6/1/06,Dallas,173100
371,6/1/06,Houston,239900
395,6/1/06,Houston,181700
422,6/1/06,San Antonio,165000
433,6/1/06,Dallas,202600
481,6/1/06,Austin,208500
496,6/1/06,Austin,160400
585,6/1/06,Houston,156300
590,6/1/06,Houston,177000
595,6/1/06,Houston,169200
628,6/1/06,Houston,155000
644,6/1/06,Houston,101300
652,6/1/06,Austin,140300
664,6/1/06,Dallas,240900
711,6/1/06,Austin,185900
737,6/1/06,Dallas,143100
781,6/1/06,Dallas,183300
932,6/1/06,Dallas,141000
967,6/1/06,Dallas,149400
1042,6/1/06,Dallas,209400
1048,6/1/06,Dallas,146600
1051,6/1/06,Dallas,165100
1068,6/1/06,Dallas,139100
1075,6/1/06,Houston,154200
1080,6/1/06,Dallas,154400
1100,6/1/06,Dallas,162400
1137,6/1/06,Dallas,165600
1142,6/1/06,Dallas,162400
1150,6/1/06,Houston,162800
1155,6/1/06,San Antonio,119900
1201,6/1/06,Dallas,91200
1237,6/1/06,Houston,92800
1255,6/1/06,Dallas,273600
1259,6/1/06,Dallas,268800
1301,6/1/06,Dallas,139500
1311,6/1/06,Dallas,117300
1339,6/1/06,Dallas,90200
1350,6/1/06,Dallas,137500
1365,6/1/06,Houston,212600
1383,6/1/06,Dallas,116700
1409,6/1/06,San Antonio,268400
1412,6/1/06,Dallas,137500
1422,6/1/06,Houston,209800
1444,6/1/06,San Antonio,124800
1493,6/1/06,Dallas,183000
1533,6/1/06,Dallas,82800
1650,6/1/06,Dallas,141500
1675,6/1/06,Houston,118900
1687,6/1/06,Houston,132200
1703,6/1/06,Houston,98900
1735,6/1/06,El Paso,82300
1737,6/1/06,San Antonio,176900
1739,6/1/06,Dallas,106200
1742,6/1/06,Houston,159800
1773,6/1/06,Austin,152800
1781,6/1/06,Dallas,177000
1805,6/1/06,Dallas,484700
1816,6/1/06,Houston,144900
1848,6/1/06,Houston,108000
1852,6/1/06,San Antonio,165400
1946,6/1/06,Austin,153700
1967,6/1/06,Houston,126600
1972,6/1/06,Dallas,155700
2058,6/1/06,Houston,128000
2073,6/1/06,Dallas,89700
2150,6/1/06,Dallas,376300
2201,6/1/06,Austin,129800
2258,6/1/06,Dallas,870400
2273,6/1/06,Dallas,123400
2289,6/1/06,Dallas,128600
2373,6/1/06,Dallas,102600
2425,6/1/06,Houston,114800
2434,6/1/06,Dallas,128900
2503,6/1/06,Austin,144100
2505,6/1/06,Dallas,158500
2534,6/1/06,San Antonio,185000
2554,6/1/06,San Antonio,149200
2675,6/1/06,Dallas,168100
2676,6/1/06,Dallas,191900
2707,6/1/06,San Antonio,134200
2715,6/1/06,Houston,144000
2756,6/1/06,Dallas,154200
2836,6/1/06,Austin,104000
2886,6/1/06,Houston,253200
2896,6/1/06,Houston,205500
2898,6/1/06,Austin,109500
