SizeRank,City,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
1422,Houston,209300,209100,209000,209200,209400,209800,210000,210100,210200,210600,211100,211700,212200,212400,212200,211800,211600,211900,212600,213400,214300,214900,215200,215500,215600,215700,215800,215700,215500,215200,214400,213300,212400,211500,210600,209900,209400,208800,208000,207000,206000,205300,204900,205000,205400,206000,206700,207300,208700,209600,209400,209000,209100,208000,207100,206300,205200,204400,204500,204400,203300,202400,202800,203300,202900,201900,200500,199700,200000,200500,200700,201000,201200,201700,202600,203900,205800,209500,213900,216800,217200,216900,217400,218400,219000,218500,218800,220300,221000,220100,219900,220100,220500,220800,219800,217300,215000,214000,213200,212200,213300,216100,218300,220300,224000,227800,230500,234000,239300,245300,250400,254500,256500,256700,256500,257700,258700,259600,260900,261600,261300,260700,260200,260200,261500,263600,265500,266700,267100,268000,270000,272900,275400,276700,277300,278600,280200,281100,281800,282600,282700,281600,280100,279700,281300,283800,286000,286200,284600,282500,281200,281200,282900,285600,289300,292800,295500,297100,297800,297400,297500,299300,300800,300800
1444,San Antonio,123400,123500,123800,124100,124400,124800,125300,126000,126900,128000,129000,129900,130600,131100,131700,132300,133000,134000,135000,136100,137200,138100,138700,139100,139100,138700,137900,136600,135300,134100,133200,132400,131700,131000,130400,129900,129500,129100,128600,127900,127200,126700,126200,125600,125100,124700,124500,124400,124500,124500,124900,125400,125600,125400,125200,125100,124900,124700,124400,123600,123100,123000,122600,122600,122900,123000,122900,122800,122600,122300,122100,122000,121600,121500,121800,122400,122700,122500,122300,122500,122800,122900,123000,123400,123600,123500,123300,123400,123800,124600,125500,126200,126700,127500,128200,128400,128800,129300,129600,129600,129800,130100,130300,130300,130500,130500,131000,132100,133400,134200,134700,135200,136100,137400,138700,139700,140600,141400,142200,142800,143200,143900,145000,145900,146600,146900,147300,147700,148100,148400,148700,149300,150100,150900,151700,152900,154100,155000,155700,156900,158400,159800,160700,161700,162700,164000,165000,165600,166100,166400,166800,167500,168900,170800,172400,173700,174900,175300,175300,175200,175300,176300,177400,178000
1493,Dallas,180600,180900,181300,181800,182400,183000,183500,184100,185100,186400,187800,189100,190300,191300,192300,193100,193600,193800,193600,193200,192900,192600,192000,191000,189800,188700,188100,187600,187200,186600,186100,185700,186200,186900,187600,187900,187900,188100,188700,189200,189800,189900,189200,188200,187900,188100,188200,188000,187500,187800,186700,184400,182100,181500,181100,181700,179900,177300,175700,175400,175900,177200,178600,180000,179800,178100,177500,177800,177500,176200,175100,176100,177400,176400,174900,174700,176100,179000,182900,184700,185400,185900,185600,184600,184300,183300,182300,182400,183500,184100,184100,183900,184800,186500,187500,187600,187900,189100,190600,191900,192700,193400,194100,195100,196800,198900,201600,203100,204000,205500,206800,207300,208400,209700,210600,212100,214500,216500,218100,220300,222100,223900,226600,230000,232800,235300,238100,240800,243500,246300,249200,251800,253900,255500,258000,261100,262700,262000,260600,259600,260100,261400,263200,265100,266500,267800,269400,270700,272100,273600,275700,277700,278500,278500,279000,280200,281400,283500,283800,282300,282200,283900,283400,282100
1533,Dallas,81800,82100,82300,82500,82700,82800,82900,83100,83500,84100,84700,85300,85800,86300,86600,86800,86900,87100,87400,87700,88000,88300,88500,88700,88800,88800,88700,88400,88000,87500,87000,86700,86400,86200,86000,85800,85600,85400,85200,84900,84700,84400,84100,83800,83500,83300,82900,82700,82500,82400,82400,82500,82500,82500,82400,82200,82000,81900,81500,81200,80900,80500,80000,79900,80000,80000,79900,79800,79900,80000,80000,79900,79800,79800,80000,79900,80100,80300,80600,80600,79900,79100,78800,78500,78100,77800,77400,77000,76900,76900,76800,76700,76500,76400,76800,77700,78700,79700,80100,80000,79500,79600,80000,80100,79900,79300,78900,78800,78600,78300,78500,78800,78900,78700,78700,78900,79100,79900,80500,80700,80900,81400,81800,82600,83300,83600,83100,83500,85300,87000,87400,87300,87100,86700,86600,86700,86600,86300,86800,87600,88400,89100,90200,91400,93100,95100,96900,98600,100900,103000,104700,106100,107700,109700,111700,112900,113900,114300,114300,114500,114800,115200,115600,116100
1650,Dallas,141400,141600,141900,142000,141900,141500,141100,140900,141000,141500,142000,142400,142700,142800,142800,142800,142900,142800,142600,142300,141600,140700,139700,138600,137400,136100,135000,134100,133400,133000,132800,132600,132300,132000,131600,131400,131300,131200,130900,130600,130000,129600,129500,129900,130500,131000,131400,131800,132100,132400,132200,132100,132500,132800,132600,132100,131800,131500,131000,130500,130000,129400,128800,128100,127200,126100,124900,124100,123400,123300,123600,123800,124000,124400,124700,124900,125600,126900,128300,128700,128700,128800,128900,129000,129300,129800,130700,131400,131800,131600,131500,132000,132700,133100,133700,134300,134700,135300,135900,136200,136200,136400,137000,137900,138800,139800,140800,141500,142000,142400,143500,145200,146200,146600,147400,148500,149400,150000,150600,151600,152700,154000,155700,158700,163000,167800,171900,175900,180300,184700,188100,190900,193700,197100,201100,205300,209400,212700,216100,219300,221700,222900,223900,226200,230200,233400,235700,238200,240400,242100,244000,245900,247700,249700,252900,257700,262600,265400,263600,258100,254800,255700,256400,255800
1675,Houston,114900,115400,115900,116700,117700,118900,120200,121600,122700,123700,124600,125100,125500,125800,126200,126800,127500,128300,129100,129900,130400,130800,130900,130900,130500,129800,128800,127800,126800,126000,125400,125100,124800,124500,124400,124400,124500,124600,124400,124100,123800,123500,123300,123200,123100,123000,123000,123200,123500,123800,124000,124300,124500,124400,124200,123900,123800,123900,123600,122900,122100,121500,121500,121500,121300,120500,119200,117900,117000,116200,115700,115300,114900,115100,115200,115000,114900,115200,115600,116300,117000,117200,117400,118000,118700,119000,119100,119200,119100,119300,119700,119800,119900,120300,120700,121000,120800,120600,120700,121300,122100,122700,123500,124200,125200,126300,127400,128200,129100,129900,130800,132000,133100,133800,134300,134900,135300,135600,136100,137100,138200,139200,140100,141200,142800,144600,146500,147900,149000,149900,150700,151300,152000,153200,154600,155900,157300,158700,160400,162600,164600,166100,167400,169100,170800,172300,173300,174400,175200,175500,176100,176900,177300,177900,179000,180300,181600,182900,182900,181800,180900,181500,182300,182600
1687,Houston,131900,132100,132200,132400,132400,132200,132100,132200,132500,133100,133700,134300,134700,135000,135200,135700,136400,137400,138500,139800,140900,141700,142200,142300,142100,141500,140700,140000,139400,138800,138200,137800,137300,137000,136600,136400,136300,136000,135600,135100,134700,134200,133900,133900,133900,134000,134100,133800,133700,134100,134100,133500,132900,132700,132400,132100,131700,131300,130500,129800,129300,128600,128500,129000,129300,129300,128800,128000,127400,127200,127300,127200,126700,126800,127400,127700,127800,128000,128400,128800,129300,129600,129900,130600,131600,132300,132500,132500,132500,132700,133200,134100,134700,134900,135000,135100,135100,135100,135700,136300,136800,137500,138100,138600,139100,140000,141300,142600,143800,144800,146200,147800,149200,150100,151000,151800,152600,153300,153800,154400,155100,155600,155800,156900,159200,161900,164000,165800,167900,169600,171000,172600,173800,174600,175300,175900,176200,176500,176900,177600,178400,179100,179800,180700,182700,184900,186400,187500,188600,189000,189400,190500,191500,192400,193400,194300,195200,196200,196400,196600,197100,198300,199800,200500
1703,Houston,98200,98300,98400,98600,98800,98900,99100,99400,99700,99900,100200,100500,100800,101100,101400,101800,102200,102600,103100,103600,104200,104800,105200,105300,105100,104600,104000,103200,102500,101700,100900,100100,99400,98700,98000,97400,96900,96200,95500,94800,94000,93200,92700,92400,91900,91500,91100,90900,90400,90100,90000,90000,89900,90000,89700,89300,89200,89200,88900,88600,88600,88700,88800,89100,89100,88800,88700,88700,88500,88500,88800,88600,88000,87500,86900,86100,85700,85600,85600,85600,85500,85300,85100,85200,85400,85700,85800,85600,85600,86000,86300,86900,87700,88500,88900,89300,89400,89800,90400,91100,92000,92900,94000,94600,94900,95000,95800,97200,98900,100500,102400,104300,106000,107500,108400,109200,110300,111100,111300,111800,112700,113300,113700,114400,115300,116000,116900,118300,119900,121600,123100,124500,125600,126700,128000,129500,131000,132000,132700,133400,134400,135600,137300,138700,140100,141500,142800,143900,144400,144300,144300,144500,144800,145600,146600,147500,148400,149200,149700,149900,150800,153000,155600,156900
1735,El Paso,79200,79600,80100,80700,81400,82300,83200,84200,85200,86100,86900,87300,87600,87800,88100,88600,89000,89500,89900,90200,90500,90800,91100,91100,90900,90600,90200,89600,89100,88400,87700,87000,86500,86000,85600,85200,84900,84600,84300,84000,83600,83300,83700,84400,85400,86400,87200,88000,88600,88800,88400,87800,87600,87700,87600,87500,87500,87200,86600,85800,85100,84400,84400,85200,85700,85500,85500,85400,84500,83100,82000,81600,81600,81900,82100,82100,82000,82000,81500,81000,81200,81900,82600,83200,84100,84400,84100,83700,83600,83500,83700,83900,83600,83300,83300,83200,83100,83400,84000,84300,84200,84400,84500,84200,84100,84200,84400,84500,84300,84100,84200,84500,85000,85600,86000,86300,86500,86500,86600,86700,86400,86100,86100,85800,85200,85000,85000,84700,84800,85300,86100,87500,89300,90500,91300,92400,93400,93500,93900,94900,96200,97800,99500,99400,98200,97800,97600,97700,98900,99900,100300,101100,102300,102700,102000,101700,102700,104100,105100,105100,104500,104500,105100,105200
1737,San Antonio,176000,176000,176000,176200,176400,176900,177800,179000,180800,183200,185900,188200,190100,191600,193000,194300,195400,196400,197400,198000,198300,198500,198700,198700,198500,198000,197100,196000,194800,193800,193100,192300,191400,190700,190200,189600,189000,188400,187700,186900,186100,185600,185600,185500,185200,185200,185200,185300,185400,185600,185800,186000,186300,186600,187100,188600,190100,190100,189100,188600,188500,188800,189200,189000,188600,188400,188100,187500,187200,187300,187600,187800,187700,187200,186900,188300,190000,189900,188500,187500,186900,186600,186200,185800,185700,185700,185900,186300,186700,187200,187900,188400,188900,189600,190800,192000,192900,193200,193400,193400,193800,194800,196100,197100,197700,198200,198600,199200,199700,200400,201200,201500,201300,201400,201800,202300,202500,202500,202800,203500,204200,204800,205800,206900,208000,209300,210900,212000,213500,216300,218900,219900,219900,219700,219900,220800,221800,223100,223900,224300,224700,224800,224900,225900,227900,230300,232500,233700,234500,235200,236000,237400,239400,241400,242800,243800,245200,246900,247400,246600,245900,246800,248200,248900
1739,Dallas,106900,106500,106300,106300,106300,106200,106000,105600,105300,105100,105000,105000,105200,105400,105800,106300,106900,107300,107500,107100,106500,105700,104400,103000,101700,100500,99700,99200,98600,97800,97000,96200,95500,94900,94100,93400,92900,92500,92400,92600,92600,92900,94400,96500,98500,99900,100400,100400,100300,100500,99100,96300,93900,92700,91400,90900,90400,90800,92800,95000,95500,95500,95900,96900,97700,97800,97400,96500,95700,95100,94300,93600,93600,93200,92800,93200,94000,93900,93800,93600,93100,92100,91200,90700,90500,90600,89800,87800,85900,85300,85200,85200,85500,86000,86200,85900,85800,86100,86700,87400,87800,87800,87600,87100,86700,86600,86800,87200,87500,88400,89800,91200,93100,95200,96600,97800,99100,99400,99200,99500,99900,99700,99900,101000,101800,102500,104800,107900,111100,114000,116700,118600,119600,119500,120000,121600,123800,125900,126900,127300,128100,129800,131500,132400,134200,138400,143300,146900,149300,150800,152200,153100,153400,153600,154100,155200,156800,157900,157600,156600,156000,156300,157000,157200
1742,Houston,155000,156000,157200,158300,159300,159800,160100,160100,160200,160500,160800,160900,160700,160600,160600,160900,161400,162100,162800,163500,164300,164900,165400,165600,165500,165100,164700,164100,163500,162800,162400,162100,161900,161900,162000,161900,161700,161500,161500,161500,161500,161200,160500,159700,158900,158400,158000,158300,158300,158100,157300,156100,155500,155800,156400,157100,157600,157100,156200,155600,155800,156100,155900,155400,154800,154200,153300,152400,151400,150900,150600,150500,150400,150600,151200,152400,153500,154300,156100,158700,160900,162600,164200,165100,165600,166100,166700,167200,167700,167900,167800,167600,167900,168500,169000,169400,169700,169900,170600,171100,171600,172300,173000,173700,174800,176200,177500,178500,179400,180200,181300,182800,184600,186400,187900,188600,188900,189300,189500,189600,189900,190500,191000,190800,190800,191600,192400,192700,193300,194400,195200,196400,198100,199700,201400,202700,203100,203300,203700,204200,204100,204000,205300,207000,208400,210500,212500,214500,216800,217900,218300,218700,219000,218900,219100,219400,219600,218800,217400,217300,217600,217000,215800,215600
1773,Austin,152300,152600,152800,153000,152900,152800,152400,152000,151500,151200,151000,151000,151200,151400,151600,152100,152800,153700,154400,155000,155500,156100,156600,156900,157100,157100,156900,156700,156300,155800,155100,154400,153800,153200,152600,151800,151000,150300,149700,149100,148500,148000,147700,147800,148100,148500,148900,149300,149800,149800,149500,148900,148000,147200,146900,146900,146800,146600,146500,146300,146000,146000,146000,145600,145100,145000,144700,143900,143100,142300,141600,141400,141300,141200,141000,141000,141500,142000,142400,143000,143700,144200,144500,144900,145500,146300,147200,147800,148200,148500,148800,148900,149100,149900,151000,151700,152300,152800,153600,155500,158000,159900,161400,163200,164800,165900,167300,168700,169200,169500,170500,171500,172300,172800,174000,175400,176500,177100,177600,178000,179100,180400,181600,182500,183400,184900,187100,189300,191100,192200,193100,195100,197300,198500,198600,199700,201300,202200,201900,202000,202600,203600,204600,204800,204900,206100,207700,208400,209500,210800,211600,211600,212000,213300,214500,215300,216200,217000,217100,216500,215800,215500,215600,215600
1781,Dallas,176100,176200,176100,176200,176500,177000,177600,178200,178800,179400,180300,181400,182800,184400,185900,187200,188100,188800,189200,189400,189500,189500,189500,189400,189300,189200,188800,188100,187100,186100,185100,183800,182200,180800,179500,178100,176600,175100,173500,171900,170400,169300,168700,168600,168400,168400,168600,168500,168300,168200,168800,169900,170800,171300,171500,172100,173600,174600,174600,174500,174600,174500,174100,173500,173500,174200,174700,174500,174200,174000,174200,174400,174500,174700,175100,175800,175300,173200,171500,171600,171700,171300,171100,171000,171500,172200,172700,173300,174500,175900,177100,177600,177700,178400,179800,181000,182000,182800,183000,182700,182900,183800,184100,184200,185200,186100,186200,186400,187000,187300,187600,188100,188900,189900,191300,192600,193300,194000,195000,195900,196700,197600,198600,200500,203600,207500,211500,215700,220100,224300,228000,231500,233800,235800,238900,242400,245400,248200,251100,253400,255100,256300,257100,257800,259100,260900,262600,263700,263500,263200,263600,263900,264300,265900,268700,272400,276000,278900,281000,282200,283300,285200,286800,287200
1805,Dallas,468000,471400,474700,478000,481300,484700,488100,491700,495500,499100,501800,502900,503000,502400,501200,500100,499700,500100,501100,502400,503700,505100,505700,504900,502700,499300,494900,489900,485100,480300,476400,473900,472100,470700,469600,468800,468600,468700,468200,467000,465600,464400,464200,464600,465200,465900,466500,467300,466900,467300,468300,467900,466600,466300,465500,464000,462200,459100,455900,455400,455800,454500,452600,452300,452500,452900,452900,452400,452100,452100,451700,450000,448700,448100,449700,453200,456700,458400,459400,459400,459100,460000,462200,464000,465700,467300,467100,466000,465900,466400,466500,467100,467900,468300,469400,471100,471900,472100,473900,475700,477200,478500,480500,483000,485400,487800,490700,492400,494400,498800,505300,514200,522900,530300,539000,550300,560700,568500,573100,576100,579300,583200,587900,592300,596300,599500,602000,602700,603800,606100,609200,613000,618000,621700,623800,625100,626500,629400,633200,635400,636000,638000,640100,643100,646600,650900,652100,651600,652300,655000,656800,657500,658800,662200,667100,673400,680300,684700,684900,682700,680500,677700,673900,672200
1816,Houston,143500,143600,143800,144100,144400,144900,145400,145800,146200,146600,146900,147100,147000,146700,146400,145900,145500,145500,145700,146100,146700,147500,148300,149000,149700,150200,150600,150900,151000,150800,150300,149400,148300,147500,146700,146000,145200,144500,143700,142800,141700,140900,140600,140700,140900,141300,141800,142200,142700,142900,143400,144400,145700,146400,146300,145900,145400,144400,142900,141800,141200,141300,141400,141300,141300,141300,141500,142100,142800,142800,142900,143800,145100,145900,146300,146300,146400,146400,146200,146100,146400,147600,148900,148900,147900,147200,147200,147200,147400,147900,148400,148500,148500,148400,148500,149100,150000,150800,151500,152900,154400,156000,158500,161300,163400,165200,166900,168400,169100,169300,169700,170500,172100,174200,175700,176500,177000,177600,178300,179600,180900,182400,183900,185500,186500,187300,187800,188400,189300,190300,190900,191500,192600,193000,193200,193200,192500,191700,191200,190700,190500,190800,191600,192800,195300,199000,201500,202600,203800,205200,206400,208000,209800,212000,213200,213500,213300,213700,213600,212800,211700,210400,208900,208100
1848,Houston,104500,104900,105500,106200,107000,108000,109100,110300,111400,112200,113000,114000,115000,116100,117100,118100,118900,119400,119800,120200,120700,121500,122400,122800,122700,121800,120500,119000,117500,116500,116100,116100,116000,115900,115700,115600,115400,115300,115400,115500,115600,115700,115900,115900,115800,115500,115000,114600,114200,114000,113900,114000,114300,114700,114500,114200,113800,113600,113100,111900,110600,109700,109100,108200,107400,106200,104800,103800,103400,103000,103200,104100,106400,108000,108500,108900,109500,109100,108700,108400,107900,108200,108300,107600,107000,107200,107300,107100,107200,108900,111400,113700,114900,115200,115600,116900,117900,118200,118500,118400,117600,117100,117000,116900,116700,116500,116600,117200,118300,119200,120000,120900,122200,123500,124700,125800,127600,129300,130200,131200,131200,131600,135000,140000,143500,145300,146500,148100,151000,155400,159600,161500,162500,163800,165400,166900,168400,169400,170700,171600,171200,170600,170300,170100,170800,172100,172400,171800,172200,173300,173800,174400,175400,176000,177200,179200,180200,179900,179100,178900,180000,181500,182100,182400
1852,San Antonio,162300,163000,163700,164300,164900,165400,165800,166300,166800,167600,168500,169000,169300,169400,169400,169600,170100,171000,172000,173000,174000,175100,176200,177300,178200,178800,179000,178600,177700,176600,175800,175200,174600,174100,173700,173400,173100,172700,172200,171600,171000,170800,171200,171400,171500,171500,171500,171500,171600,171500,171500,171900,172500,173300,173800,174700,175800,176100,175500,175400,175700,175800,175800,175200,174100,173000,172700,172700,172400,172000,172200,172100,171600,171300,171500,173000,174500,174600,173400,172400,172200,172400,172800,173000,172900,173000,173400,173900,174700,175400,175800,175600,175400,175900,176500,176800,177400,178600,179700,180700,181300,181900,182400,182900,183300,183700,184000,184500,184800,184800,184600,184200,184400,185400,186800,188200,189200,189600,190000,191000,192200,192700,193300,194000,194500,195300,197000,198900,200300,201300,202100,202400,202600,203200,204200,205300,206200,207200,208000,208800,209500,210900,213000,215300,217800,220400,222400,223800,225000,225700,225800,226100,227300,228900,229600,230100,231000,231600,231300,230200,229900,231300,233100,234000
1946,Austin,153500,153500,153400,153400,153500,153700,154000,154300,154600,155300,156300,157400,158200,158400,158100,157400,156900,156800,157000,157400,157900,158400,158800,158900,158700,158100,157500,156700,156000,155500,155000,154600,154200,153700,152900,152100,151100,150300,149800,149300,148800,148400,147900,147600,147300,147100,146800,146400,146600,146900,147100,147500,148100,147900,147700,147700,148200,148400,148000,147500,147200,147000,146600,146300,145800,145600,145800,145400,144000,143000,142900,142900,142800,142900,143200,143500,143600,143900,144000,144200,144500,145000,145700,146600,147300,147800,148000,148300,149300,150700,152200,153900,156100,158100,159400,160600,161800,162500,163100,164600,166500,167900,169100,170300,171400,172100,172900,173700,174100,174500,175600,176900,178200,179500,180500,181300,182000,183100,184100,185700,187200,188200,189100,190400,191800,193500,195000,196400,197600,198200,198800,199500,200400,202100,204500,206700,208000,208800,209400,210300,211300,213400,215500,216500,217300,219100,220600,220900,221100,221900,223100,224200,225300,226000,226500,227500,229300,230900,231200,230600,229700,228700,228600,229000
1967,Houston,125000,125300,125700,126000,126300,126600,127000,127600,128500,129500,130500,131400,132200,132800,133300,133800,134200,134400,134300,133900,133400,133000,132800,132700,132500,132100,131700,131400,131200,131200,131400,131800,132200,132600,133000,133400,133700,133900,134200,134700,135100,135600,136000,136200,136300,136200,136000,135800,135600,135500,135000,134000,132800,131900,131100,130500,130000,129400,128500,127600,127100,126700,126600,126700,127100,127000,126800,126900,127300,127500,128000,128800,129700,130900,131900,132400,132500,132400,132500,132500,132400,132400,132400,132700,132800,132700,132700,133100,134000,135100,136000,137000,137900,138500,138900,139000,139200,139200,139300,139200,139000,138900,139200,139500,139600,139900,140400,141200,141700,142300,143200,144700,145800,146800,147800,148900,150300,152100,153600,154300,154700,154900,155600,156900,158700,160600,162200,163600,165500,167800,169900,172200,175000,177400,179100,180300,181400,182500,183200,183600,183900,184000,183800,183700,184100,184900,185600,186600,188000,189200,190200,191000,191600,192400,194000,195900,197500,198700,199200,198700,198100,198300,199000,199500
1972,Dallas,155300,154800,154300,154100,154600,155700,156800,157300,157100,156800,156600,156500,156500,156400,156100,155700,155200,154600,154000,153500,153200,153200,153200,153100,152900,152500,152100,151600,150900,150100,149500,149300,149300,149200,149100,149100,149000,148800,148700,148700,148800,149100,150100,151300,152300,153100,153600,153900,153900,153900,153200,151500,149600,148000,146900,147500,148800,149600,149800,150100,150200,150400,150600,150900,151500,151900,151400,150500,149500,149000,148700,148700,148800,148600,148500,148600,148700,149300,149600,148400,146600,145400,144800,144400,144300,144300,144100,143500,142800,142400,142900,143400,144000,144800,145300,145500,146700,147900,148900,150100,151400,152700,154200,155900,157200,157900,158700,158900,158400,158700,161500,165300,168800,171300,171400,170700,171300,173200,174800,176700,179200,181100,181200,181600,182600,183000,184000,186300,188000,188600,188900,188800,188400,188200,188400,188600,188900,189400,191000,194000,196700,198800,201900,206200,210900,215100,217600,219500,223100,227400,230500,232700,235200,238300,240900,242400,242300,241400,240900,241000,240800,239800,238900,238600
2058,Houston,124800,125400,126000,126600,127200,128000,128900,129800,130600,131400,131900,132300,132600,132600,132700,132800,133100,133500,133900,134300,134700,135200,135600,135800,135700,135400,135100,134600,134100,133500,132800,132000,131100,130200,129300,128600,127900,127100,126200,125200,124200,123400,123300,123900,124600,125300,126100,126700,127100,127100,127600,128900,129900,130000,129900,129700,129300,129100,128400,127500,127000,126800,126200,125500,125400,125100,124000,123100,122500,122400,122200,121800,121400,121600,122100,122000,121300,121000,121400,121800,122000,121700,121600,122000,122600,123100,123500,123800,124600,126100,127400,127900,127900,128100,128400,128800,129000,129100,129300,129800,130500,131000,131600,132600,133800,135100,136500,138200,139700,140700,141900,143200,144300,145300,146100,146500,147400,148500,149500,150400,151300,152000,153100,154900,156700,158300,161000,164500,166800,168100,169300,170600,171700,173000,174100,175300,177100,178600,178800,178500,179300,180600,181700,182300,183100,183700,184100,184100,184000,183900,184400,185600,186600,187000,187300,188300,190300,192600,193800,194300,194500,195100,195200,195000
2073,Dallas,89600,89500,89500,89500,89600,89700,89900,90100,90300,90400,90400,90100,89900,89700,89700,89900,90100,90400,90600,90600,90400,90300,90300,90000,89600,88700,87500,86300,85200,84200,83600,83100,82500,82000,81900,81700,81600,81500,81200,80900,80500,80100,79700,79100,78400,78100,78200,78300,78400,78600,78300,77600,77200,76900,76300,75800,75300,74800,74700,74600,74100,73600,73100,72600,72000,71100,69900,69900,70800,70900,69600,68400,67500,67000,67000,67200,67300,67700,68200,68400,68800,69100,69300,69300,69300,69500,70000,70200,70300,70800,71600,71700,70700,69900,69400,69300,69400,69100,68700,69300,70100,70100,70500,71400,72400,73700,74900,75700,76600,77600,78400,78900,79300,79500,79300,79000,78800,78800,79800,81100,81800,81900,82700,84200,85800,87800,90500,92900,94900,97000,99100,100800,103100,105900,108900,111000,113000,115300,117600,119600,121800,123500,124600,125700,127300,129500,131100,132400,134300,136300,138100,139600,141100,143400,146800,150500,153900,156600,157300,156700,155800,155500,155400,155600
2150,Dallas,366700,368400,370200,372100,374200,376300,378300,380100,382300,384700,387300,389900,392600,395100,397300,399200,401000,402800,404800,406800,408600,409800,409900,408400,405600,402200,398700,395100,391600,388500,386100,384700,384100,383700,383300,383100,383100,383400,383300,382500,381300,380400,380200,380600,381200,381900,382300,382500,383000,383900,384300,383400,382500,381900,381400,380300,378500,376300,374800,374600,374800,374100,372400,371900,373100,375600,377400,377300,377200,377600,377900,377300,376100,374800,375800,379400,382900,383800,383600,384000,384200,384700,385700,386800,388200,389900,391300,392500,393700,394600,394900,395300,395500,395700,396700,398200,398100,398300,400900,404000,405300,407000,411000,415700,420000,422700,425300,428000,430500,432100,432600,432400,433300,435300,436800,439500,443200,446700,448700,450100,452000,454900,457100,459000,461400,463300,464500,466000,468400,470500,472000,473400,475300,476300,477200,478400,479400,480700,482500,483200,482500,482900,483100,483500,487400,494500,498900,500100,501300,503700,505500,505500,504700,505900,508800,512400,515500,517300,517900,517900,517100,516300,515700,516000
2201,Austin,127000,127600,128300,129000,129600,129800,129400,128700,128000,127300,126800,126400,126000,125500,124600,123700,123100,123000,123500,124400,125500,126500,127300,127800,128100,128000,127800,127600,127700,128000,127900,127200,126200,125400,124600,124100,123500,122900,122200,121500,120700,120300,120700,121500,122200,123000,123800,124500,125000,125000,125300,126200,127300,127800,127900,128100,128200,127700,127200,126800,126900,127400,128200,128800,129000,128300,127700,127500,127400,127400,127400,127100,126800,127100,127200,127000,126900,126500,126300,126400,126600,126600,126300,126200,126300,126300,126300,126500,126800,127200,127800,128500,128900,129500,130900,132500,133800,134700,135500,136000,136900,137900,138700,138900,138900,139600,140800,141700,142100,142500,142800,143200,143700,144800,146300,148200,150200,152300,154600,156900,159500,162400,164900,166700,167900,169500,169300,168100,168300,169500,169500,169600,170300,170900,171700,174500,178700,182600,185900,189600,193100,194000,192300,191000,192500,195700,198600,200200,201100,202100,204000,205200,207200,211800,217200,221400,223700,224100,224100,224200,224300,224800,227000,229600
2258,Dallas,850200,852900,856900,861800,866500,870400,873600,876400,879400,882800,886100,888700,891200,893600,896600,900600,904800,908600,912700,916600,920000,922700,923700,921900,918200,911200,902200,893000,885100,878700,875300,873400,872200,871300,870200,869700,871200,872500,872600,871600,869500,866700,865900,866600,867800,869300,870100,871400,870200,870700,870900,870200,869200,867900,863200,861700,863100,862400,862100,862700,862600,860100,856700,854800,854100,854600,852800,849500,846200,846300,848700,850200,849300,849300,851100,851000,850700,852200,855500,856600,855000,852500,849300,846100,844500,844600,847600,852500,858700,866600,875000,881200,884900,887300,891600,896700,899900,901900,905500,911600,919100,925800,933300,941100,947900,954200,961200,966700,971700,977300,983900,989200,994400,1000300,1006000,1010900,1015800,1021600,1028800,1036500,1042400,1047200,1053600,1062700,1073500,1087200,1102700,1115500,1127100,1140700,1149800,1152900,1158500,1167400,1174800,1179500,1185300,1191600,1196000,1201400,1212900,1217900,1209500,1202400,1208600,1220200,1225700,1230500,1240300,1250900,1258500,1264600,1269300,1278000,1297400,1328600,1361700,1382800,1396900,1408400,1400300,1369100,1341400,1333700
