"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07"
46,"Oregon",26,177300,178400,179600,180800,182000,183100,184000,184800,185500,186100,186500,186800,186900,187000,187100,187100,187200,187200,187100,186800,186600,186400,186200,186000,185900,186000,186300,186900,187800,188900,190100,191500,193000,194700,196400,198000,199600,201000,202400,203700,204800,205900,206900,207700,208600,209500,210300,211000,211500,211900,212300,212800,213500,214300,215400,216600,218100,219600,221000,222100,222800,223200,223500,223700,223900,224200,224700,225300,226200,227400,228800,230300,231700,232900,234000,235000,235900,236800,237800,238900,240400,242000,243500,245100,246400,247500,248400,249500,250600,252000,253500,254800,256200,257700,259400,261400,263500,266100,269000,272400,276200,280200,284200,287800,291200,294500,298000,302000,306700,311800,317400,323700,330600,337900,346000,354700,363100,369700,374300,378100,382800,388500,394400,399100,401600,402100,401800,401100,400800,401000,401600,402700,403900,404500,404400,404200,403900,403300,402300,400800,399000,397300,395900,394900,393900,392000,389000,385600,381900,378400,375200,372200,369500,367000,364400,361600,358600,354800,350800,348000,346200,345100,344300,343800,343700,344000,344700,342100,337200,333700,332000,328800,325000,321400,318500,316500,314500,312200,309800,307900,306500,305900,305900,306600,307600,308500,308500,307600,306600,306100,306400,307600,309000,310300,311400,312200,313500,315500,317300,318800,320100,321100,322800,326200,330100,332800,334900,337300,339700,341500,343300,345400,347700,349700,351400,353500,356100,358400,360600,363200,366000,368800,371700,374300,376600,379300,382200,384900,387500,390600,394000,397400,400800,403800,406500,409600,413100,416200,418800,422300,427000,431900,436600,440800,443900,446700,450000,453800,457900,461600,464200,466600,469500,472000,473300,474000,475400,477100,478300,479400,481200,484300,487200,489000,490100,492100,494900,497600,499300,500300,502300,505400,509000,511900,513500,513700,513300,512600,511400,510000
45,"Oklahoma",27,156700,158400,159800,160800,161500,161900,162000,162000,162200,163100,164000,164400,164400,163700,162300,160400,158000,155500,153100,150800,149000,148100,147800,147500,147400,147200,146900,146500,146000,145700,145600,145800,146600,148200,150500,152900,155600,158300,160400,162000,162900,163200,163100,162700,162500,163000,163900,164900,166100,167200,168000,168600,169000,169200,169400,169600,170200,171500,173300,175100,176600,177200,177100,176000,174400,172600,171000,169500,168800,169200,170800,172800,174900,176800,178200,179100,179600,180100,180500,182600,185400,186100,183900,181500,179700,179000,179800,182000,185000,188400,191700,194100,195400,196100,196400,196300,196000,196000,196600,197900,199900,202400,205400,208100,210200,211900,212600,212200,211100,210000,209500,210200,212200,215000,217900,220200,221000,220800,220200,220000,220700,222500,225000,228000,231000,233700,236100,238000,239600,241400,243100,245000,247300,249300,250900,252200,253200,254000,254700,255400,256300,257700,259200,261200,263000,263700,263500,262800,261700,260400,259000,258100,258600,260700,264000,268400,272900,275800,277100,277500,277200,276400,275500,274800,275000,276600,279600,279200,275600,272800,272200,270600,269100,268500,268600,268100,267500,267100,265100,262400,260900,260600,260500,260700,260200,259200,258200,258300,258500,258400,258800,260100,261300,262500,263600,265200,267100,269600,271800,273800,273400,271000,269500,270100,271200,272700,274500,276400,278300,279800,281100,282500,283900,284100,283400,283200,284500,285900,286700,287300,287900,288500,289000,289700,290900,292500,293700,295100,297000,299000,300200,300800,301200,301700,302300,302400,303100,304900,307700,310600,313700,315900,317400,319100,320800,321900,322600,322900,324100,326500,329000,331000,332800,333400,333700,333500,332700,331500,330700,329600,329300,329900,330600,330900,330900,330600,330000,329900,329800,330300,331700,332900,334000,335900,338200,339800,340700,340800,340200,339200
11,"Connecticut",28,280800,281000,281100,281100,281100,281000,281100,281300,282000,283100,284100,284800,285500,286100,286800,287500,288300,289000,289600,290100,290800,291500,292000,292300,292800,293600,294800,296200,298100,300300,302700,305100,307700,310600,313300,315800,318700,321900,325400,329100,332800,336500,340300,344200,348500,353200,357900,362500,367200,371900,376500,381200,385800,390300,394700,399000,403300,407700,411800,415500,419000,422200,425100,427900,430700,433400,436200,439100,442300,445700,449500,453300,457200,461100,465200,469200,473400,477500,481700,486200,490600,494400,497700,501300,505400,509900,514600,519100,523400,527400,531400,535500,539700,544200,548900,553800,558600,563300,568100,573100,578300,583700,589300,595000,600600,606000,611000,615700,620200,624400,628300,632200,635800,639100,642100,644500,646200,647600,648500,649200,649700,649600,648800,647800,646800,646200,646000,646200,647100,648300,649300,650100,650500,649800,647800,645300,642900,640400,637400,633700,629300,624200,619000,615000,612400,610500,608100,604600,600200,595800,591800,588200,585100,582000,578500,574800,570800,565900,560900,557800,557000,557200,557400,557900,559000,560300,561600,559200,554100,552000,552900,552600,551600,550400,548000,544000,539400,536700,535200,534700,534000,531400,530100,530200,529000,526000,523400,520800,517500,513800,510700,508700,507600,508200,508000,505800,502100,500300,499900,499700,499700,499600,498800,499900,502600,504000,503700,504500,505800,505900,505800,506600,506800,506300,506400,507800,509400,509900,509600,509700,510200,510100,510500,512000,513900,515000,515300,514800,514700,514600,515200,516000,516800,516800,516200,515300,515400,516000,515900,515300,514900,515000,515100,514500,514200,514500,513700,512000,511600,511900,511000,509200,508400,508600,508800,509500,511400,513700,515300,516900,517300,517800,519000,520200,519800,520100,521300,522000,521800,521700,521900,522100,523100,524300,525800,525500,524000,522000,518900,515100
19,"Iowa",29,83500,83900,84300,84700,85200,85600,86000,86400,86800,87100,87700,88500,89400,90600,91800,93200,94600,95900,97100,98000,98200,97800,96800,95300,93500,92000,91000,90900,91500,92900,94700,96700,98600,100200,101300,101700,101600,100700,99400,97700,95800,94200,92800,92000,91700,92100,93100,94700,96700,98800,100800,102500,103600,104300,104600,104800,105200,105900,107100,108700,110600,112500,114200,115700,116900,117800,118600,119300,119900,120600,121300,122100,122800,123300,123500,123300,123100,122900,122900,123500,124500,125500,126200,126900,127600,128500,129800,131600,133600,135700,137500,138600,139200,139500,139700,139800,140100,140500,141100,141600,142200,143100,144500,146200,148000,149600,150400,150400,150000,149700,149900,150900,152200,153400,154500,155300,155800,156300,156700,157000,157400,158000,158800,160000,161300,162700,163900,164800,165400,165800,166100,166400,166700,166900,167000,167300,167600,168200,169000,170100,171300,172600,174000,175400,176500,177200,177100,176800,176400,175900,175400,175000,174800,174900,175400,176500,177800,179100,179800,179700,179200,178700,178400,178300,178300,178500,178800,179300,179800,180700,181800,182500,182800,182900,182700,182200,181900,181500,181300,181200,180800,180300,180500,181100,181700,182200,182600,182900,183200,183900,184600,185100,185800,186900,188100,189000,189400,190000,190900,191900,192900,193700,194500,195400,195900,195700,195700,196800,198300,199300,199900,200300,200700,201200,201900,202800,203500,204300,205200,206200,206800,207600,208500,209800,211000,211900,212900,214000,215300,216600,217200,217400,218100,218900,219900,220900,221500,221900,222800,223800,225000,226300,227300,228200,229300,230100,230700,231100,231800,232800,233700,234800,236200,237500,238000,238100,238400,239000,240200,242200,244100,245000,245100,244900,245000,245500,245600,245700,246400,247700,248800,249600,250700,251600,252400,252800,253700,255400,258200,260100
34,"Mississippi",30,146100,146500,146800,147200,147600,147900,148100,148400,148600,148700,148800,148900,149000,149000,149100,149200,149200,149200,149200,149000,148800,148600,148400,148200,148000,147900,147800,147700,147600,147500,147400,147100,146700,146200,145600,144900,144200,143600,143200,142800,142700,142700,142700,142900,143100,143300,143700,144200,144800,145400,146100,146800,147600,148400,149100,149700,150300,150800,151200,151700,152300,152900,153500,154200,154900,155500,156100,156600,156800,156900,157100,157300,157600,157900,158400,159000,159700,160400,160900,161400,161700,161800,161900,162300,163000,164000,165100,166300,167600,168700,169700,170300,170600,170500,170200,169800,169500,169400,169500,170100,171100,172300,173700,175700,178400,181800,185300,188500,191100,193200,195100,196900,198500,200000,201200,202000,202800,203800,205100,206500,207100,206500,204200,200500,196100,192600,190700,190400,191400,193100,195100,197300,200300,204400,209500,214300,218300,221200,223100,223700,223600,222800,221700,220300,218400,216400,214300,211600,208600,205700,202700,199300,195700,192100,188600,185100,181400,177700,174800,173000,172300,172600,173400,174200,174900,175400,175400,176300,177900,178900,179300,180300,182100,183900,185500,187300,189300,191200,192400,192500,192500,193300,193300,194000,194300,193500,191600,189400,187000,185500,184900,184900,185500,186000,186600,187400,188400,189000,190500,192100,193100,193700,194800,195700,196300,197000,197700,197400,197000,197200,197500,197800,198600,199200,199200,198600,196800,195600,196100,197300,198100,198500,198600,198700,199400,200200,201200,202800,204800,206400,207800,208700,209700,210500,210800,210700,210000,209700,210000,211100,212000,212800,213300,213300,212700,213100,214000,215200,216200,216400,215500,215000,216100,217400,218300,219500,220900,221500,222600,224600,226500,227300,228300,229700,231900,234200,235200,234100,232700,232500,233400,234800,236400,237900,239300,239500,238000,236400,236400,237200
6,"Arkansas",31,222200,221000,219400,217300,214900,212500,210100,207800,206000,205000,204800,204600,204000,203000,201600,199700,197400,195000,192600,190300,188400,187300,187000,186700,186100,185200,184000,182400,180600,178800,177200,175900,175200,175500,176700,178200,179500,180600,181300,181600,181700,181800,182000,182500,183600,185600,188600,191900,194900,197500,199500,201000,202100,202900,203800,204900,206300,208700,212400,216600,220000,222500,224000,224400,224000,223000,221900,221000,220300,221000,223400,226300,228400,229400,229500,228500,226700,224500,222200,221900,224500,224500,217700,208700,202300,199300,199500,202800,208600,215700,222400,226700,227100,224500,221400,219400,219400,221100,224000,227900,233100,239600,246500,252700,257800,263200,269600,276500,282800,288000,292200,295800,298900,301700,304900,308900,313400,318500,323800,328200,331000,332600,334000,335900,337800,339500,341300,343300,344900,346300,347700,348800,349100,348900,348800,348200,346300,343500,341300,340700,341400,342900,345500,349400,353400,356700,359000,359300,357000,354000,351800,350900,349800,348400,347800,348200,348400,348300,347700,345800,342500,338900,336100,334600,333200,331600,331900,329000,323900,323000,323900,319900,316600,316500,317100,316300,316100,318900,320300,320600,323400,323800,319700,320900,327900,332700,332900,328000,321500,316000,312800,313500,314600,313300,314500,316700,316800,317600,318300,319200,322100,325000,324600,322900,320500,318200,314800,312100,310100,310000,311700,315100,317600,318700,320200,321000,321700,323600,326900,330600,333900,333500,331300,331100,333000,332700,330100,329800,331700,331900,331000,332300,333500,333700,334100,335600,336600,338900,341400,343100,344600,347200,350900,352800,351900,351000,350600,347900,345700,344700,346900,348000,347400,346300,347700,347600,347200,346800,347500,348600,350200,351800,353400,358300,362800,367200,369800,372100,373100,375600,379200,383800,385200,386400,389100,388200,385600,385900,386200,383900
23,"Kansas",32,118500,119300,120200,121200,122100,122700,123200,123700,124600,126000,127900,130500,133500,136500,139500,142200,144700,147100,149500,151900,154200,156500,158500,160300,161900,163400,164800,166300,167800,169200,170600,171800,172900,173900,174700,175300,175800,176200,176600,177000,177400,177900,178500,179200,180100,181100,182000,182800,183400,183900,184400,184900,185300,185700,186200,186800,187600,188400,189200,190000,190800,191500,192200,192900,193600,194300,195000,195800,196400,197000,197600,198300,198900,199400,199700,199700,199600,199300,199100,198900,198800,198900,198900,198900,199000,199400,200100,201000,201900,202700,203200,203600,204100,204600,205200,206100,207200,208300,209500,211000,212800,214800,216900,218700,220200,221200,221600,221700,221300,220600,219700,218800,218000,217500,217300,217300,217400,217600,217900,218200,218600,219000,219400,219700,220100,220400,220600,220900,221300,221900,222600,223400,224200,224900,225500,226200,226800,227300,227700,228000,228200,228400,228800,229400,230100,230700,231200,231500,231500,231500,231600,231700,231600,231500,231500,231600,231600,231400,231000,230300,229600,229100,228700,228400,228100,228000,228200,227900,227200,227100,227900,228900,229300,229300,229000,228900,228700,228200,227200,226200,225200,224500,223900,223000,222500,222400,222300,221900,221700,221400,221400,221700,222100,222700,223300,223600,223800,223900,224300,225000,226100,227100,227700,228000,228500,229100,229400,230300,231400,232200,232500,232900,233300,233900,234600,235300,236100,236600,237000,237400,237900,238300,238800,239700,240600,241200,241800,242600,243300,243700,243900,244600,245800,246900,247700,248200,248800,249700,250900,251900,253000,254200,255400,256500,257700,259100,260400,261400,261900,262400,263500,265500,267300,268900,270100,270600,270900,271900,272700,273100,273400,274000,274400,274400,274700,275500,276600,277800,278800,280000,282000,284100,285700,286800,287600,288500,288700,288700,289100,289500
55,"Utah",33,180900,182300,183800,185400,187100,188800,190400,192100,193700,195200,196700,198100,199400,200500,201400,202100,202600,203000,203400,203700,203900,204100,204300,204400,204500,204700,204900,205200,205600,206000,206500,207000,207600,208100,208700,209200,209600,209900,210100,210200,210200,210100,210200,210400,210700,211100,211400,211800,212100,212500,213000,213500,214200,214800,215500,216100,216600,216800,216800,216500,216100,215600,215400,215400,215500,215700,215900,216100,216100,216100,216000,215900,215700,215500,215200,214800,214500,214200,213900,213800,213900,214200,214900,215900,217000,218400,219900,221600,223300,224800,226100,227000,227500,228200,229000,230100,231100,231900,232100,231900,231500,231100,231000,231300,232200,233600,234900,236100,237400,238800,240400,242400,244800,247300,250000,252800,255600,258400,261200,264200,267700,271500,275800,280600,286000,291800,297700,303700,309800,315500,320700,325900,330900,335400,339300,342900,345700,347900,349200,350000,350300,350100,349500,348900,348100,347000,345700,344400,342800,341100,339300,337500,335700,334000,332300,330600,328600,326300,323600,320800,317900,315200,312700,310500,309100,308500,308500,307700,305400,302700,300600,298200,295900,294400,293500,291800,289000,286300,284100,281800,279500,277900,277100,276400,275100,273200,271600,271400,272100,271800,270000,268700,269500,271300,272400,273300,274800,276200,277700,279400,281000,282700,285000,287600,290400,293500,296900,300800,304700,308000,310000,310900,311800,313500,315300,316900,318200,318800,318800,318700,319100,319900,320600,321400,322200,322700,323300,324500,325400,325600,325800,326500,327600,328900,330800,332900,334700,336100,337400,339400,342000,344400,346600,349100,352300,356000,359300,362300,365300,368200,370500,373100,376600,380600,384300,387500,390100,392300,394500,397100,399500,402800,407600,411800,414900,419000,423500,427100,430100,433200,436800,440600,444600,448800,452300,453900,453600,452800,453100,453700
42,"Nevada",34,210800,210500,210400,210300,210300,210600,211000,211500,212000,212700,213300,213700,214100,214300,214600,214700,214900,215000,215300,215600,216100,216500,216900,217000,217100,217100,217000,217000,217100,217300,217500,217900,218400,218900,219400,219700,220100,220700,221500,222400,223400,224500,225800,227200,228700,230300,231800,233300,234600,236000,237200,238200,239200,240200,241100,242100,243100,244200,245200,246000,246900,247800,248900,250200,251700,253400,255300,257400,259600,261800,263900,265600,267200,268500,269600,270600,271700,273000,274500,276300,278200,280200,282200,284500,287000,289900,293500,297800,302800,308500,315100,322500,330800,339800,349600,360600,373000,386500,401000,415900,430100,442900,453800,462900,470800,478000,484900,491600,497800,503100,507300,510400,512500,514200,515900,517700,519900,522400,525000,527600,529900,531400,532000,531200,529200,526400,523300,520200,517300,514500,511200,506900,502200,497500,492600,487200,481400,474900,467600,459000,449000,437800,426300,414500,403000,392300,382100,372400,363800,355800,348000,340400,332900,325400,317700,309300,300600,292100,284200,277800,273300,270300,268300,267100,266700,266700,266400,267400,268100,267900,267100,266000,263400,261300,259100,256800,254400,251900,250300,248800,247000,245200,243500,241800,240100,238100,236900,236200,235700,236200,237000,237800,238700,239500,240700,243500,247100,250700,253400,256300,259700,262800,265600,269000,274000,280600,287400,292700,297300,301600,305600,308400,310800,313000,316000,319000,321600,323600,325600,327800,329600,330800,332000,334000,336600,338400,339600,340600,341800,343500,345500,347100,348500,349600,350300,351900,353800,355300,356300,357600,359600,361600,362700,363700,365300,367000,368400,370400,372300,374200,376100,378600,381200,383800,386400,388200,390000,393400,397200,400100,403200,407300,411000,413300,415200,418300,421600,425100,429200,433200,436900,440700,443200,444700,445700,445800,444500,443100,442300,441700
41,"New Mexico",35,192400,192600,192700,193000,193300,193700,194300,195200,196100,197200,198200,199000,199700,200100,200300,200200,199800,199000,198000,196900,195600,194500,193800,193500,193900,195200,197100,199700,202800,205800,208900,211700,214400,216600,218500,219800,220800,221400,221800,221800,221800,221600,221500,221400,221400,221500,221700,221900,222200,222500,223000,223400,223900,224400,224900,225500,226200,226900,227600,228100,228600,229100,229700,230400,231300,232400,233700,235100,236700,238300,239800,241100,242200,243300,244300,245100,245900,246600,247300,247900,248600,249600,251000,252700,254400,256000,257200,258100,258800,259700,260600,261500,262500,263600,264700,265800,266800,267900,269000,270000,271100,272200,273400,274800,276300,278000,280100,282600,285700,289000,292700,296900,301200,305800,310500,315300,320200,324700,328700,332700,336700,340600,344300,347900,351300,354600,357800,360800,363200,365100,366300,367600,369300,371200,373000,374800,376400,377700,378800,379800,380800,381700,382700,383800,384700,384500,383000,381300,380100,379300,378500,377800,377000,376100,375000,374200,373600,372800,371700,371000,370600,369700,368500,367300,366200,365300,365300,362800,357800,353300,351100,348200,345100,342700,340800,337900,334200,331700,329300,327400,326100,325300,324700,324800,323800,322000,320400,319800,319700,319100,317900,317600,318000,318600,318400,317500,316200,315600,315300,315000,315300,315800,315900,315800,315600,315500,316000,317200,319100,320400,320100,319500,319400,319600,319700,320100,320600,320700,319600,318200,317900,318500,318800,319300,320000,320200,320300,321400,323200,325000,327500,330000,331800,333000,334100,334300,333700,333000,333200,334400,336100,337900,339400,340400,340600,340800,342200,344300,346200,347400,346900,345100,344200,345000,346100,347300,348600,349300,350400,352900,354800,357200,362400,368000,371900,374000,374500,375300,377300,380900,384800,388000,391100,394000,395700,395200,393500,392000,392200,392800
61,"West Virginia",36,85800,86100,86400,86700,86900,87100,87300,87400,87600,87700,87700,87700,87700,87700,87700,87900,88300,89000,89900,91100,92600,94100,95400,96400,97300,97900,98300,98500,98700,99200,99900,101100,102800,104700,106700,108600,110300,111700,112700,113300,113400,113300,112800,112000,110800,109500,108100,106700,105700,105000,104700,104700,105000,105600,106300,107200,108000,108900,109500,110100,110500,110900,111000,111100,111300,111600,111900,112300,112800,113200,113600,114100,114700,115300,116000,117100,118600,120700,123300,126500,130300,134500,138800,142400,144900,146300,146600,145800,144300,142200,139900,137400,135100,133400,132600,132900,134400,137400,142000,147600,153100,157600,160700,162800,164000,164500,164500,164500,164600,164900,165200,165500,165900,167000,168500,170300,172000,173400,174400,175200,175900,176400,176700,176900,177300,177900,178600,179300,180000,180500,181000,181300,181600,181700,181400,180800,179900,178900,178100,177700,177600,177600,177700,177800,177600,177000,175900,175000,174500,174000,173700,173600,173500,173500,173500,173500,173500,173300,172900,172400,172100,171700,171300,171000,170900,170800,170900,170000,168100,166800,166700,166700,166900,167200,167300,167300,167400,167100,166300,165600,165800,166300,166900,167200,167100,167200,167300,167300,166600,166100,166000,166500,167000,167400,167200,167200,167200,167300,167600,168000,168500,168900,169200,169700,170600,171700,172400,172500,172500,172600,172900,173000,173500,174200,174700,174900,175200,175400,175700,176000,176200,176800,177500,177900,178200,179100,180600,181900,182700,183400,184100,184900,185900,186300,186400,186400,186200,185800,185300,184800,185100,185600,185800,186200,186400,186800,187100,187400,187300,187800,189200,191400,192300,191700,191100,191000,191200,191300,191300,191500,191700,192300,193200,194000,194000,193800,193700,194400,195500,196600,197300,198600,200300,200700,199500,198200,197600,197600,198700,199400
38,"Nebraska",37,76400,77500,78700,80000,81200,82300,83400,84400,85300,86200,86800,87200,87500,87600,87600,87400,87100,86900,86800,86600,86500,86500,86500,86400,86400,86400,86600,87000,87500,88300,89200,90400,91800,93500,95500,97700,100200,102700,105200,107500,109500,111300,112800,113900,114900,115700,116300,116800,117300,117600,117900,118100,118200,118100,117800,117200,116300,115200,113700,112000,110100,108300,106600,105100,104100,103300,102900,102700,102600,102600,102800,103100,103600,104000,104600,105200,105800,106600,107400,108300,109200,110100,110600,111000,111400,112000,112800,113700,114700,115700,116700,117600,118400,119100,119800,120400,121300,122400,123500,124500,125200,125500,125700,126100,127000,128200,129800,131400,132800,133600,134000,134100,134100,134200,134400,134800,135300,136000,136700,137500,138300,139000,139600,140100,140700,141200,141600,141700,141500,141200,140900,140700,140600,140500,140500,140400,140200,140000,139800,139700,139500,139400,139200,138700,138100,137500,137000,136800,137100,137500,137900,138300,138700,139100,139400,139700,140000,140200,140400,140700,141000,141300,141500,141500,141400,141300,141300,141400,141700,142300,142700,142800,142600,142800,143100,143500,143800,143700,143600,143500,143400,143400,143700,144100,144200,143700,143000,142700,142600,142700,143000,143500,143900,144300,144400,144700,145200,146000,147000,148000,148700,149500,150300,150700,151100,151700,152400,153100,154100,155000,156000,156900,157500,157900,158300,158800,159200,159700,160300,160800,161200,161600,162100,163000,164100,165400,166600,167600,168700,169800,170800,171600,172400,173000,173500,174200,175000,175600,176600,178000,178800,179300,179800,180600,181400,182400,183600,185200,186800,188200,189100,190300,191900,193900,195400,196600,197900,199700,200400,200300,200300,200900,201600,202800,203700,204500,205500,206800,208300,209400,209900,210600,211800,212500,212800,212500,212400,212400,213100,213700
20,"Idaho",38,119300,119100,119400,119900,120700,121800,123200,124900,126800,129100,131800,134900,138100,141000,143800,146300,148400,150200,151800,153300,154800,156300,158000,160000,162000,163900,165600,167100,168300,169200,170000,170800,171400,171800,172400,173000,173300,173500,173500,173300,173100,172800,172600,172500,172300,172100,172100,172200,172200,172200,172300,172400,172700,173100,173600,174300,175100,175800,176600,177300,177900,178300,178600,178700,178800,178800,178800,178700,178500,178300,178200,178100,177900,177800,177800,177800,177800,177900,178000,178200,178400,178600,178600,178600,178600,178800,179100,179400,179800,180300,181000,181800,182500,183400,184400,185700,187200,188900,190700,192400,194000,195400,196700,198000,199400,200700,201900,203200,204600,206000,207700,209900,212500,215600,218800,221900,224900,227700,230500,233600,237100,240500,243800,246800,249500,251600,253400,254900,256300,257500,258500,259600,260700,261200,261300,261200,261100,261100,261100,261300,261600,261800,261600,261400,261000,259800,258200,256500,254700,252700,250900,249300,247800,246500,245100,244000,243000,241400,239400,237200,235000,232900,230900,229100,228000,227400,227700,226300,222600,219200,217800,216600,215500,214500,213600,212000,209700,208000,206000,203500,202200,202200,201600,200700,200200,199900,199400,199400,199200,198600,197800,197700,197700,198100,199000,199900,200700,201900,203300,204600,205700,206300,207300,209000,211400,214000,216500,218900,221400,223800,225600,227200,228900,230700,232100,233600,235200,236700,238200,239400,240200,240900,242000,243300,244600,245500,246400,247900,249800,251000,252200,253300,254200,255100,256200,257100,258700,260600,262400,264400,266900,268700,269800,270900,272500,273800,274600,275400,276700,278300,280300,282600,284500,285900,287700,290700,294100,297400,300500,303900,306700,309100,311900,314800,316900,319200,322000,325300,328600,332200,336600,341200,345400,349300,352900,355100,356900,358700,360200,360500
18,"Hawaii",39,302000,298400,294500,290500,286800,283400,280500,278200,276500,275500,274900,274400,274100,274000,273900,273700,273500,273300,273200,273200,273600,274200,275100,276300,278000,280100,282600,285400,288300,291100,293800,296400,298700,300700,302400,303500,304400,305000,305600,306000,306500,307200,308100,309300,310800,312500,314300,315800,317300,318700,320100,321400,322800,324200,325800,327400,329200,331000,332800,334600,336400,338300,340200,342100,344200,346300,348500,350700,353200,355700,358200,360600,363000,365600,368500,371900,375800,380200,385100,390400,395800,400800,405600,410400,415200,420400,426000,432200,438800,446000,453500,461300,469400,478200,487800,498500,510600,523600,537000,549800,561400,571600,580900,589800,598700,607900,617400,627400,638000,649000,660400,671900,683100,693900,703800,713000,721400,729100,736000,741700,746000,748900,750800,751700,752000,752300,752500,752600,753000,753500,754100,754400,754300,754200,754300,754100,753600,753500,753600,753500,752900,751700,749900,747200,743000,738200,732900,727000,721100,716000,711100,706100,701100,696500,692300,688000,683000,677800,673800,671400,670300,670200,670800,671900,673000,674100,674800,677200,680800,682900,682500,681700,680600,680400,681400,681200,678800,676000,673200,669000,666600,666300,666600,667300,667800,664500,659000,656400,657800,661900,668100,674200,677300,679700,683200,686700,689900,695300,701400,706500,710100,711800,711900,712700,716100,721000,726200,731900,737700,741800,745100,748600,753400,757300,760400,764300,769000,772600,776000,778700,782800,787900,793000,796700,798400,798300,800100,803800,807500,810100,812300,815600,819900,824100,827600,832000,836600,842600,850200,858700,865900,872800,878600,881100,881000,882300,885000,890400,896800,900900,901300,901100,900300,900300,900700,900500,899500,898700,898900,900300,905500,916400,930400,940500,949400,959000,968000,977300,986400,994800,1002800,1008000,1011700,1010900,999400,982300,968700,959100,954200,951400
